Atleta,Código_Posição_Wyscout,Liga,Versão_Temporada,Posição
C. Rolón,4,PAR,2023,Zagueiro
C. Romero,1,BOL,2023,Lateral
C. Romero,4,ENG1,2023,Zagueiro
C. Ronan,8,USA,2023,Segundo Volante
C. Rontini,4,INDO,2023,Zagueiro
C. Rösler,4,SWE,2023,Zagueiro
C. Rotondi,10,MEX,2023,Extremo
C. Rushworth,0,ENG2,2023,Goleiro
C. Sabaly,10,FRA2,2023,Extremo
C. Salcedo,4,MEX,2023,Zagueiro
C. Salto,10,ARG2,2023,Extremo
C. Samake,12,MOR,2023,Atacante
C. Sánchez,8,ARG1,2023,Segundo Volante
C. Sánchez,12,ARG2,2023,Atacante
C. Sandra,9,BEL2,2023,Meia
C. Sandra,8,HOL,2023,Segundo Volante
C. Sapong,12,USA,2023,Atacante
C. Săpunaru,4,ROM,2023,Zagueiro
C. Schindler,4,GER2,2023,Zagueiro
C. Sejas,8,BOL,2023,Segundo Volante
C. Sertel,1,TUR,2023,Lateral
C. Servín,0,PAR,2023,Goleiro
C. Sibbald,7,SCT,2023,Primeiro Volante
C. Sichenje,4,FIN,2023,Zagueiro
C. Sickinger,4,GER2,2023,Zagueiro
C. Sielis,4,GRE,2023,Zagueiro
C. Slattery,8,SCT,2023,Segundo Volante
C. Smalling,4,ITA1,2023,Zagueiro
C. Sørensen,1,DEN,2023,Lateral
C. Spinelli,12,URU,2023,Atacante
C. Stanko,8,GRE,2023,Segundo Volante
C. Stanković,0,GRE,2023,Goleiro
C. Starfelt,4,SCT,2023,Zagueiro
C. Starfelt,4,SPA1,2023,Zagueiro
C. Stengs,10,BEL1,2023,Extremo
C. Stengs,9,HOL,2023,Meia
C. Strandberg,12,QAT,2023,Atacante
C. Strandberg,10,TUR,2023,Extremo
C. Straton,0,ROM,2023,Goleiro
C. Stuani,12,SPA1,2023,Atacante
C. Subero,1,COL,2023,Lateral
C. Summerville,10,ENG1,2023,Extremo
C. Summerville,10,ENG2,2023,Extremo
C. Sylla,12,GEO,2023,Atacante
C. Tabó,12,MEX,2023,Atacante
C. Talbi,10,BEL2,2023,Extremo
C. Talbot,1,AUS,2023,Lateral
C. Tarragona,12,ARG1,2023,Atacante
C. Tătărușanu,0,SAUD,2023,Goleiro
C. Taylor,1,ENG1,2023,Lateral
C. Tchamba,12,GEO,2023,Atacante
C. Terán,4,USA,2023,Zagueiro
C. Teuchert,12,GER2,2023,Atacante
C. Tiéhi,8,ENG2,2023,Segundo Volante
C. Tizón,10,URU,2023,Extremo
C. Togashi,12,JAP,2023,Atacante
C. Tolisso,8,FRA1,2023,Segundo Volante
C. Tosun,12,TUR,2023,Atacante
C. Toussaint,7,CAN,2023,Primeiro Volante
C. Tovar,4,COL,2023,Zagueiro
C. Townsend,1,ENG2,2023,Lateral
C. Trafford,7,CAN,2023,Primeiro Volante
C. Trimmel,1,GER1,2023,Lateral
C. Trujillo,7,COL,2023,Primeiro Volante
C. Twigt,8,HOL,2023,Segundo Volante
C. Tzolis,10,GER2,2023,Extremo
C. Ünder,9,FRA1,2023,Meia
C. Üstündag,7,AUT,2023,Primeiro Volante
C. Uzun,12,GER2,2023,Atacante
C. Valdez,4,URU,2023,Zagueiro
C. Valencia,4,FIN,2023,Zagueiro
C. Vanhoutte,8,BEL1,2023,Segundo Volante
C. Varela,0,COL,2023,Goleiro
C. Vargas,0,COL,2023,Goleiro
C. Vargas,0,MEX,2023,Goleiro
C. Vega,7,ARG1,2023,Primeiro Volante
C. Vela,12,USA,2023,Atacante
C. Verdonk,1,HOL,2023,Lateral
C. Vidal,4,FRA1,2023,Zagueiro
C. Villegas Retana,10,CRC,2023,Extremo
C. Vincent,11,FRA2,2023,Extremo
C. Wallem,8,NOR,2023,Segundo Volante
C. Ward,0,FIN,2023,Goleiro
C. Watson,9,CAN,2023,Meia
C. Wernitznig,8,AUT,2023,Segundo Volante
C. Widell,4,HOL,2023,Zagueiro
C. Wiley,1,USA,2023,Lateral
C. Willock,11,ENG2,2023,Extremo
C. Wilson,12,ENG1,2023,Atacante
C. Winther,7,DEN,2023,Primeiro Volante
C. Witzig,8,SWZ,2023,Segundo Volante
C. Wood,12,ENG1,2023,Atacante
C. Wooh,4,FRA1,2023,Zagueiro
C. Yanis,10,CRC,2023,Extremo
C. Zabala,7,ARG1,2023,Primeiro Volante
C. Zabou,9,ROM,2023,Meia
C. Zafeiris,8,CZH,2023,Segundo Volante
C. Zapata,4,COL,2023,Zagueiro
C. Zesiger,4,GER1,2023,Zagueiro
C. Zesiger,4,SWZ,2023,Zagueiro
C. Zimmermann,4,GER2,2023,Zagueiro
C. Zúñiga,12,CRC,2023,Atacante
Cacá,4,BRA1,2023,Zagueiro
Cadu,10,CZH,2023,Extremo
Caetano,4,BRA1,2023,Zagueiro
Cafú,8,ENG2,2023,Segundo Volante
Cai Huikang,7,CHN,2023,Primeiro Volante
Caio Alexandre,7,BRA1,2023,Primeiro Volante
Caio Dantas,12,BRA2,2023,Atacante
Caio Henrique,1,FRA1,2023,Lateral
Caio Lucas,12,UAE,2023,Atacante
Caio Paulista,1,BRA1,2023,Lateral
Caio Roque,1,BEL2,2023,Lateral
Caio Secco,0,POR2,2023,Goleiro
Caio Vidal,10,BUL,2023,Extremo
Caio Vitor,9,BRA3,2023,Meia
Caíque,1,BRA2,2023,Lateral
Caíque,0,BRA3,2023,Goleiro
Caíque França,0,BRA2,2023,Goleiro
Calebe,10,BRA1,2023,Extremo
Calegari,1,USA,2023,Lateral
Calyson Rosa,10,BRA3,2023,Extremo
Camarasa,8,SPA2,2023,Segundo Volante
Camilo,12,BRA2,2023,Atacante
Camilo,7,RUS,2023,Primeiro Volante
Camilo Sanvezzo,12,MEX,2023,Atacante
Camutanga,4,BRA2,2023,Zagueiro
Candeias,1,TUR,2023,Lateral
Cantero,12,SPA2,2023,Atacante
Cao Kang,7,CHN,2023,Primeiro Volante
Cao Yongjing,10,CHN,2023,Extremo
Cao Yunding,12,CHN,2023,Atacante
Capa,1,SPA2,2023,Lateral
Capixaba,10,JAP,2023,Extremo
Caprini,11,JAP,2023,Extremo
Carles Aleñà,12,SPA1,2023,Atacante
Carles Gil,9,USA,2023,Meia
Carles Pérez,10,SPA1,2023,Extremo
Carles Soria,1,GRE,2023,Lateral
Carlinhos,9,POR1,2023,Meia
Carlitos,12,GRE,2023,Atacante
Carlo Adriano,8,SPA2,2023,Segundo Volante
Carlos Akapo,1,USA,2023,Lateral
Carlos Augusto,1,ITA1,2023,Lateral
Carlos Coronel,0,USA,2023,Goleiro
Carlos Daniel,8,POR2,2023,Segundo Volante
Carlos Delgado,4,IND,2023,Zagueiro
Carlos Eduardo,12,TUR,2023,Atacante
Carlos Fernández,12,SPA1,2023,Atacante
Carlos Fortes,12,INDO,2023,Atacante
Carlos Hernández,4,SPA2,2023,Zagueiro
Carlos Isaac,1,SPA2,2023,Lateral
Carlos Jatobá,8,ROM,2023,Segundo Volante
Carlos Júnior,10,SAUD,2023,Extremo
Carlos Mané,10,TUR,2023,Extremo
Carlos Manuel,8,BRA2,2023,Segundo Volante
Carlos Martín,12,SPA2,2023,Atacante
Carlos Martínez,12,SPA2,2023,Atacante
Carlos Neva,1,SPA1,2023,Lateral
Carlos Neva,1,SPA2,2023,Lateral
Carlos Nieto,1,SPA2,2023,Lateral
Carlos Ponck,4,POR1,2023,Zagueiro
Carlos Romero,1,SPA2,2023,Lateral
Carlos Soler,8,FRA1,2023,Segundo Volante
Carlos Vicente,10,SPA2,2023,Extremo
Carlos Vinícius,12,ENG1,2023,Atacante
Carraça,1,POR1,2023,Lateral
Casemiro,7,ENG1,2023,Primeiro Volante
Cassiano,12,POR1,2023,Atacante
Cássio,0,BRA1,2023,Goleiro
Catena,4,SPA1,2023,Zagueiro
Cauê,12,BEL2,2023,Atacante
Cauly,9,BRA1,2023,Meia
Célio Pompeu,10,USA,2023,Extremo
Celso Raposo,1,BUL,2023,Lateral
César Azpilicueta,1,ENG1,2023,Lateral
César de la Hoz,7,SPA1,2023,Primeiro Volante
César Gelabert,8,SPA2,2023,Segundo Volante
César Martins,4,BRA2,2023,Zagueiro
Cesinha,12,KOR,2023,Atacante
Chae-Min Lim,4,KOR,2023,Zagueiro
Chang-Geun Lee,0,KOR,2023,Goleiro
Chang-Min Lee,8,KOR,2023,Segundo Volante
Chang-Woo Rim,4,KOR,2023,Zagueiro
Charles,4,INDO,2023,Zagueiro
Chay,9,BRA2,2023,Meia
Chema Rodríguez,4,SPA2,2023,Zagueiro
Chen Chunxin,1,CHN,2023,Lateral
Chen Guoliang,4,CHN,2023,Zagueiro
Chen Jie,7,CHN,2023,Primeiro Volante
Chen Pu,10,CHN,2023,Extremo
Chen Zhechao,1,CHN,2023,Lateral
Cheng Changcheng,12,CHN,2023,Atacante
Cheng Jin,9,CHN,2023,Meia
Cheng Yuelei,0,CHN,2023,Goleiro
Cheol-Won Choi,0,KOR,2023,Goleiro
Cheol-Woo Park,1,KOR,2023,Lateral
Cheon Seong-Hoon,12,KOR,2023,Atacante
Chi Zhongguo,8,CHN,2023,Segundo Volante
Chico,4,BRA2,2023,Zagueiro
Chico,10,BRA2,2023,Extremo
Chico Teixeira,10,POR2,2023,Extremo
Chiki,12,SPA2,2023,Atacante
Chiquinho,7,POR1,2023,Primeiro Volante
Cho Gue-Sung,12,DEN,2023,Atacante
Cho Gue-Sung,12,KOR,2023,Atacante
Choi Chul-Soon,1,KOR,2023,Lateral
Chory Castro,10,URU,2023,Extremo
Chow Tim,8,CHN,2023,Segundo Volante
Chris Ramos,12,SPA1,2023,Atacante
Christian,11,BRA1,2023,Extremo
Christian Rivera,8,SPA2,2023,Segundo Volante
Chuca,8,POL,2023,Segundo Volante
Chul Hong,1,KOR,2023,Lateral
Chumi,4,SPA1,2023,Zagueiro
Cícero Alves,8,POR2,2023,Segundo Volante
Ciro,10,INDO,2023,Extremo
CJ Egan-Riley,1,SCT,2023,Lateral
Claude Gonçalves,7,BUL,2023,Primeiro Volante
Claudemir,7,POR1,2023,Primeiro Volante
Claudinei,7,BRA3,2023,Primeiro Volante
Claudinei,1,GEO,2023,Lateral
Claudinho,1,BRA2,2023,Lateral
Claudinho,4,BRA2,2023,Zagueiro
Claudinho,8,RUS,2023,Segundo Volante
Claudio,4,UAE,2023,Zagueiro
Cláudio Falcão,7,POR1,2023,Primeiro Volante
Cláudio Falcão,7,POR2,2023,Primeiro Volante
Cláudio Silva,4,POR2,2023,Zagueiro
Cláudio Winck,1,POR1,2023,Lateral
Cláudio Winck,1,TUR,2023,Lateral
Clayson,11,BRA1,2023,Extremo
Clayton,12,POR1,2023,Atacante
Clayton,4,POR2,2023,Zagueiro
Cleberson,4,INDO,2023,Zagueiro
Cleiton,0,BRA1,2023,Goleiro
Cleiton Silva,12,IND,2023,Atacante
Clerc,4,SPA1,2023,Zagueiro
Clerc,1,SPA2,2023,Lateral
Clésio,10,FIN,2023,Extremo
Clinton Mata,1,BEL1,2023,Lateral
Coke,10,SPA2,2023,Extremo
Copete,4,SPA1,2023,Zagueiro
Coronas,1,POR2,2023,Lateral
Costinha,1,POR1,2023,Lateral
Cote,1,SPA2,2023,Lateral
Crislan,12,INDO,2023,Atacante
Cristhian Mosquera,4,SPA1,2023,Zagueiro
Cristian,12,BRA2,2023,Atacante
Cristian Glauder,4,SPA2,2023,Zagueiro
Cristian Gutiérrez,1,SPA2,2023,Lateral
Cristian Herrera,10,SPA2,2023,Extremo
Cristian Ponde,10,POR2,2023,Extremo
Cristian Salvador,8,SPA2,2023,Segundo Volante
Cristian Tello,10,SAUD,2023,Extremo
Cristiano,8,BRA2,2023,Segundo Volante
Cristiano,1,BRA2,2023,Lateral
Cristiano,0,BUL,2023,Goleiro
Cristiano Ronaldo,12,SAUD,2023,Atacante
Cristo González,12,POR1,2023,Atacante
Cristovam,1,BRA2,2023,Lateral
Crivellaro,9,IND,2023,Meia
Cryzan,12,CHN,2023,Atacante
Cui Qi,1,CHN,2023,Lateral
Curro Sánchez,12,SPA2,2023,Atacante
D. Abdumannopov,12,UZB,2023,Atacante
D. Abels,4,HOL,2023,Zagueiro
D. Abels,1,SWZ,2023,Lateral
D. Abiama,12,GER2,2023,Atacante
D. Abramowicz,1,POL,2023,Lateral
D. Abzi,1,FRA2,2023,Lateral
D. Achucarro,4,ARG2,2023,Zagueiro
D. Adamov,0,RUS,2023,Goleiro
D. Adín,1,ARG2,2023,Lateral
D. Adorni,4,ITA2,2023,Zagueiro
D. Affengruber,4,AUT,2023,Zagueiro
D. Afriyie,12,SWZ,2023,Atacante
D. Aguilera,8,PAR,2023,Segundo Volante
D. Akhmadaliev,1,UZB,2023,Lateral
D. Akintola,10,TUR,2023,Extremo
D. Akologo,0,BOL,2023,Goleiro
D. Aksu,1,TUR,2023,Lateral
D. Alaba,4,SPA1,2023,Zagueiro
D. Albu,7,ROM,2023,Primeiro Volante
D. Alefirenko,10,UKR,2023,Extremo
D. Aleksandrov,10,BUL,2023,Extremo
D. Aleksić,8,TUR,2023,Segundo Volante
D. Alemdar,0,FRA2,2023,Goleiro
D. Alfonzo,1,COL,2023,Lateral
D. Ali,1,BUL,2023,Lateral
D. Alibec,12,QAT,2023,Atacante
D. Alibec,12,ROM,2023,Atacante
D. Álvarez,10,MEX,2023,Extremo
D. Andrei,10,ROM,2023,Extremo
D. Angga,1,INDO,2023,Lateral
D. Antolić,8,SAUD,2023,Segundo Volante
D. Antyukh,10,UKR,2023,Extremo
D. Anyembe,4,DEN,2023,Zagueiro
D. Appiah,1,FRA2,2023,Lateral
D. Araya,1,CRC,2023,Lateral
D. Arboleda,4,QAT,2023,Zagueiro
D. Arce,9,ARG2,2023,Meia
D. Arcila,9,COL,2023,Meia
D. Arismendi,4,URU,2023,Zagueiro
D. Armstrong,1,SCT,2023,Lateral
D. Arroyo,8,USA,2023,Segundo Volante
D. Arslanagic,4,SAUD,2023,Zagueiro
D. Arzani,10,AUS,2023,Extremo
D. Asprilla,11,USA,2023,Extremo
D. Asraf,1,INDO,2023,Lateral
D. Atanga,11,BEL1,2023,Extremo
D. Avdijaj,8,AUT,2023,Segundo Volante
D. Avounou,8,TUR,2023,Segundo Volante
D. Bachmann,0,ENG2,2023,Goleiro
D. Badji,12,USA,2023,Atacante
D. Bakalov,9,BUL,2023,Meia
D. Bakwa,10,FRA2,2023,Extremo
D. Balan,1,UKR,2023,Lateral
D. Balanyuk,12,BUL,2023,Atacante
D. Balestrero,8,ITA2,2023,Segundo Volante
D. Ball,12,AUS,2023,Atacante
D. Ballard,4,ENG2,2023,Zagueiro
D. Banguero,1,COL,2023,Lateral
D. Barbona,9,ARG1,2023,Meia
D. Barbosa,1,MEX,2023,Lateral
D. Barinov,7,RUS,2023,Primeiro Volante
D. Barlaser,7,ENG2,2023,Primeiro Volante
D. Barrea,12,ARG1,2023,Atacante
D. Bates,4,BEL1,2023,Zagueiro
D. Batth,4,ENG2,2023,Zagueiro
D. Batubinsika,4,FRA2,2023,Zagueiro
D. Baumgartner,4,AUT,2023,Zagueiro
D. Becker,10,ARG2,2023,Extremo
D. Bejarano,1,BOL,2023,Lateral
D. Belalem,7,ALG,2023,Primeiro Volante
D. Beljo,12,GER1,2023,Atacante
D. Benedetto,12,ARG1,2023,Atacante
D. Berardi,11,ITA1,2023,Extremo
D. Bernard,4,ENG2,2023,Zagueiro
D. Beširović,12,SWE,2023,Atacante
D. Beskorovaynyi,4,UKR,2023,Zagueiro
D. Bessa,9,UAE,2023,Meia
D. Bezborodko,12,UKR,2023,Atacante
D. Bielica,0,POL,2023,Goleiro
D. Bingham,0,USA,2023,Goleiro
D. Biraschi,1,TUR,2023,Lateral
D. Bîrligea,12,ROM,2023,Atacante
D. Bisoli,8,ITA2,2023,Segundo Volante
D. Bizimana,7,UKR,2023,Primeiro Volante
D. Blanco,10,UKR,2023,Extremo
D. Błanik,10,POL,2023,Extremo
D. Blind,4,SPA1,2023,Zagueiro
D. Bobadilla,8,PAR,2023,Segundo Volante
D. Bocanegra,4,URU,2023,Zagueiro
D. Bohar,10,POL,2023,Extremo
D. Boloca,7,ITA1,2023,Primeiro Volante
D. Boloca,7,ITA2,2023,Primeiro Volante
D. Boni,4,POR2,2023,Zagueiro
D. Bouanga,11,USA,2023,Extremo
D. Boyko,0,UKR,2023,Goleiro
D. Bradarić,1,ITA1,2023,Lateral
D. Braghieri,4,ARG1,2023,Zagueiro
D. Brekalo,4,NOR,2023,Zagueiro
D. Broukal,1,CZH,2023,Lateral
D. Buchta,10,CZH,2023,Extremo
D. Bueno,4,COL,2023,Zagueiro
D. Bukvić,10,CRO,2023,Extremo
D. Bulthuis,4,KOR,2023,Zagueiro
D. Burgzorg,12,ENG2,2023,Atacante
D. Burn,1,ENG1,2023,Lateral
D. Cáceres,1,ARG1,2023,Lateral
D. Caicedo,10,COL,2023,Extremo
D. Calabria,1,ITA1,2023,Lateral
D. Calcaterra,7,ARG1,2023,Primeiro Volante
D. Callender,0,USA,2023,Goleiro
D. Calvert-Lewin,12,ENG1,2023,Atacante
D. Camacho,10,COL,2023,Extremo
D. Cambindo,12,COL,2023,Atacante
D. Cambindo,12,MEX,2023,Atacante
D. Campbell,7,CAN,2023,Primeiro Volante
D. Campos,12,SWE,2023,Atacante
D. Canadija,8,CRO,2023,Segundo Volante
D. Cardozo,1,ARG2,2023,Lateral
D. Casey,4,SCT,2023,Zagueiro
D. Casiraghi,10,ITA2,2023,Extremo
D. Castellón,1,BOL,2023,Lateral
D. Castillo,4,CRC,2023,Zagueiro
D. Castrillo,1,CRC,2023,Lateral
D. Cataldi,7,ITA1,2023,Primeiro Volante
D. Cataño,10,COL,2023,Extremo
D. Celea,4,ROM,2023,Zagueiro
D. Ćeran,12,UZB,2023,Atacante
D. Chambost,9,FRA2,2023,Meia
D. Chará,7,USA,2023,Primeiro Volante
D. Chatziisaias,4,GRE,2023,Zagueiro
D. Chávez,7,COL,2023,Primeiro Volante
D. Chávez,10,MEX,2023,Extremo
D. Chikhladze,9,GEO,2023,Meia
D. Chima Chukwu,12,IND,2023,Atacante
D. Choinière,10,CAN,2023,Extremo
D. Choque,1,BOL,2023,Lateral
D. Churín,12,PAR,2023,Atacante
D. Chygrynskiy,4,GRE,2023,Zagueiro
D. Ciobotariu,4,ROM,2023,Zagueiro
D. Cirkin,1,ENG2,2023,Lateral
D. Cleonise,10,HOL,2023,Extremo
D. Colindres,12,CRC,2023,Atacante
D. Collard,4,POR2,2023,Zagueiro
D. Congré,4,FRA2,2023,Zagueiro
D. Coppola,4,ITA1,2023,Zagueiro
D. Cornelius,8,SCT,2023,Segundo Volante
D. Cornelius,4,SWE,2023,Zagueiro
D. Ćosić,4,SER,2023,Zagueiro
D. Crego,10,ARG2,2023,Extremo
D. Crnomarković,4,SER,2023,Zagueiro
D. Cruz,4,BOL,2023,Zagueiro
D. Cuadros,10,BOL,2023,Extremo
D. da Costa,1,GER1,2023,Lateral
D. Da Silva,4,AUS,2023,Zagueiro
D. Da Silva,0,SWZ,2023,Goleiro
D. Dąbrowski,7,POL,2023,Primeiro Volante
D. Dakonam,4,SPA1,2023,Zagueiro
D. D'Ambrosio,4,ITA1,2023,Zagueiro
D. Daniels,12,CAN,2023,Atacante
D. Darmovzal,7,CZH,2023,Primeiro Volante
D. De Belder,12,BEL2,2023,Atacante
D. De Buen,8,MEX,2023,Segundo Volante
D. De Roeve,1,BEL2,2023,Lateral
D. De Silva,7,AUS,2023,Primeiro Volante
D. de Wit,9,HOL,2023,Meia
D. Del Fabro,4,SWZ,2023,Zagueiro
D. Delgado,1,COL,2023,Lateral
D. Denić,8,CHN,2023,Segundo Volante
D. Denić,8,SER,2023,Segundo Volante
D. Denis,0,URU,2023,Goleiro
D. Denisov,1,RUS,2023,Lateral
D. Dessoleil,4,BEL1,2023,Zagueiro
D. Diamantakos,12,IND,2023,Atacante
D. Diaw,4,FRA2,2023,Zagueiro
D. Diaw,12,ITA2,2023,Atacante
D. Diellos,12,ARG2,2023,Atacante
D. Dierckx,4,BEL2,2023,Zagueiro
D. Dike,12,ENG2,2023,Atacante
D. Dimov,7,BUL,2023,Primeiro Volante
D. Dimov,4,BUL,2023,Zagueiro
D. Diop,4,NOR,2023,Zagueiro
D. Djoković,8,ROM,2023,Segundo Volante
D. Djoković,8,SAUD,2023,Segundo Volante
D. Doekhi,4,GER1,2023,Zagueiro
D. Doke,1,INDO,2023,Lateral
D. Dolmagić,1,SER,2023,Lateral
D. Donát,4,CZH,2023,Zagueiro
D. Douděra,1,CZH,2023,Lateral
D. Doué,9,FRA1,2023,Meia
D. Douline,8,SWZ,2023,Segundo Volante
D. Drachal,10,POL,2023,Extremo
D. Drăguş,12,BEL1,2023,Atacante
D. Drăguş,12,TUR,2023,Atacante
D. Drajad,12,INDO,2023,Atacante
D. Dressel,8,GER2,2023,Segundo Volante
D. Drožđek,10,CRO,2023,Extremo
D. Duhaney,1,TUR,2023,Lateral
D. Dumfries,1,ITA1,2023,Lateral
D. Dumić,4,GER2,2023,Zagueiro
D. Dumić,4,SPA2,2023,Zagueiro
D. Dumitrașcu,1,ROM,2023,Lateral
D. Durán Zabala,1,BOL,2023,Lateral
D. Durivaux,1,FRA2,2023,Lateral
D. Edelman,8,USA,2023,Segundo Volante
D. Eid,1,SWE,2023,Lateral
D. Epassy,0,SAUD,2023,Goleiro
D. Erdoğan,7,HOL,2023,Primeiro Volante
D. Ergashev,4,UZB,2023,Zagueiro
D. Etienne,10,USA,2023,Extremo
D. Ewolo,10,CHN,2023,Extremo
D. Fagúndez,10,USA,2023,Extremo
D. Falcinelli,9,ITA2,2023,Meia
D. Fällman,4,NOR,2023,Zagueiro
D. Farooq,8,IND,2023,Segundo Volante
D. Fernandes,0,GER2,2023,Goleiro
D. Fernandez,12,BOL,2023,Atacante
D. Fernández,10,PAR,2023,Extremo
D. Fettouhi,8,QAT,2023,Segundo Volante
D. Fila,12,CZH,2023,Atacante
D. Fitz,11,AUT,2023,Extremo
D. Fleitas,12,PAR,2023,Atacante
D. Florea,12,ROM,2023,Atacante
D. Flores,8,CRC,2023,Segundo Volante
D. Fomin,7,RUS,2023,Primeiro Volante
D. Foulon,1,ITA2,2023,Lateral
D. Foulquier,1,SPA1,2023,Lateral
D. Frare,4,ITA2,2023,Zagueiro
D. Frattesi,8,ITA1,2023,Segundo Volante
D. Frieser,10,AUT,2023,Extremo
D. Fry,4,ENG2,2023,Zagueiro
D. Furlong,1,ENG2,2023,Lateral
D. Furman,7,POL,2023,Primeiro Volante
D. Gallagher,4,SCT,2023,Zagueiro
D. García,9,ARG2,2023,Meia
D. García,8,MEX,2023,Segundo Volante
D. García,7,URU,2023,Primeiro Volante
D. Gayle,12,ENG2,2023,Atacante
D. Gazdag,9,USA,2023,Meia
D. Geiger,7,GER1,2023,Primeiro Volante
D. Genov,10,BUL,2023,Extremo
D. Genreau,9,FRA1,2023,Meia
D. Ghilardi,4,ITA2,2023,Zagueiro
D. Giannoulis,1,ENG2,2023,Lateral
D. Giménez,1,BOL,2023,Lateral
D. Ginczek,12,GER2,2023,Atacante
D. Giraldo,7,COL,2023,Primeiro Volante
D. Gjengaar,10,NOR,2023,Extremo
D. Glebov,7,RUS,2023,Primeiro Volante
D. Gnaase,7,GER2,2023,Primeiro Volante
D. Godín,4,ARG1,2023,Zagueiro
D. Godoy,8,PAR,2023,Segundo Volante
D. Gómez,1,COL,2023,Lateral
D. Gómez,8,PAR,2023,Segundo Volante
D. Gomis,4,FRA2,2023,Zagueiro
D. González,10,ARG2,2023,Extremo
D. González,1,CRC,2023,Lateral
D. González,12,PAR,2023,Atacante
D. González,12,URU,2023,Atacante
D. Goutas,4,ENG2,2023,Zagueiro
D. Goutas,4,TUR,2023,Zagueiro
D. Granečný,1,CZH,2023,Lateral
D. Granli,1,DEN,2023,Lateral
D. Gray,12,ENG1,2023,Atacante
D. Gray,11,SAUD,2023,Extremo
D. Grétarsson,4,POL,2023,Zagueiro
D. Grgić,9,SER,2023,Meia
D. Grigore,4,ROM,2023,Zagueiro
D. Gril,0,POR2,2023,Goleiro
D. Gróf,0,GRE,2023,Goleiro
D. Grujčić,4,AUT,2023,Zagueiro
D. Gugganig,4,AUT,2023,Zagueiro
D. Guidi,4,FRA2,2023,Zagueiro
D. Gutiérrez,8,CAN,2023,Segundo Volante
D. Guzmán,8,CRC,2023,Segundo Volante
D. Hadžikadunić,4,GER2,2023,Zagueiro
D. Håkans,10,NOR,2023,Extremo
D. Halinský,4,CZH,2023,Zagueiro
D. Hall,4,AUS,2023,Zagueiro
D. Hancko,4,HOL,2023,Zagueiro
D. Hanslik,9,GER2,2023,Meia
D. Hashioka,1,BEL1,2023,Lateral
D. Hayashi,12,BEL1,2023,Atacante
D. Heber,4,GER2,2023,Zagueiro
D. Herazo,12,COL,2023,Atacante
D. Hernández,4,COL,2023,Zagueiro
D. Hernández,12,URU,2023,Atacante
D. Herold,1,AUT,2023,Lateral
D. Heymans,9,BEL1,2023,Meia
D. Høegh,4,DEN,2023,Zagueiro
D. Holec,0,CZH,2023,Goleiro
D. Holmes,9,ENG2,2023,Meia
D. Holzer,10,CZH,2023,Extremo
D. Horák,1,CZH,2023,Lateral
D. Horkaš,0,BUL,2023,Goleiro
D. Hotič,9,BEL1,2023,Meia
D. Houhoumis,1,GRE,2023,Lateral
D. Hoyos,7,BOL,2023,Primeiro Volante
D. Hrnčár,1,BEL2,2023,Lateral
D. Hubert,7,BEL2,2023,Primeiro Volante
D. Hümmet,12,SWE,2023,Atacante
D. Hyam,4,ENG2,2023,Zagueiro
D. Ignatenko,7,FRA2,2023,Primeiro Volante
D. Iliev,12,BUL,2023,Atacante
D. Ingham,1,AUS,2023,Lateral
D. Ings,12,ENG1,2023,Atacante
D. Iorfa,4,ENG2,2023,Zagueiro
D. Ivanović,10,SER,2023,Extremo
D. Iversen,0,ENG1,2023,Goleiro
D. Jakubik,1,POL,2023,Lateral
D. James,10,ENG2,2023,Extremo
D. Janošek,8,CZH,2023,Segundo Volante
D. Jastrzembski,10,POL,2023,Extremo
D. Jean-Jacques,7,FRA1,2023,Primeiro Volante
D. Jean-Jacques,7,FRA2,2023,Primeiro Volante
D. Jensen,0,TUR,2023,Goleiro
D. Johnsen,12,ITA2,2023,Atacante
D. Johnson,8,ENG2,2023,Segundo Volante
D. Jones,7,USA,2023,Primeiro Volante
D. Jones,1,USA,2023,Lateral
D. Jovanović,10,SER,2023,Extremo
D. Jovanović,12,SWZ,2023,Atacante
D. Joveljić,12,USA,2023,Atacante
D. Juraev,8,UZB,2023,Segundo Volante
D. Jurásek,1,CZH,2023,Lateral
D. Kabutov,1,RUS,2023,Lateral
D. Kądzior,10,POL,2023,Extremo
D. Kamada,8,GER1,2023,Segundo Volante
D. Kaneko,7,JAP,2023,Primeiro Volante
D. Kapinus,1,UKR,2023,Lateral
D. Karas,4,UKR,2023,Zagueiro
D. Kasumu,8,ENG2,2023,Segundo Volante
D. Kereselidze,0,GEO,2023,Goleiro
D. Kerkez,4,SER,2023,Zagueiro
D. Kerr,12,USA,2023,Atacante
D. Khamdamov,12,UZB,2023,Atacante
D. Khlusevich,1,RUS,2023,Lateral
D. Khomchenovskyi,10,UKR,2023,Extremo
D. Kiki,1,ROM,2023,Lateral
D. Kinsombi,8,GER2,2023,Segundo Volante
D. Kirkitadze,10,GEO,2023,Extremo
D. Klaassen,8,HOL,2023,Segundo Volante
D. Klinkenberg,4,FIN,2023,Zagueiro
D. Klomp,4,CAN,2023,Zagueiro
D. Klyots,8,UKR,2023,Segundo Volante
D. Kobouri,1,GEO,2023,Lateral
D. Köhn,1,GER2,2023,Lateral
D. Kohr,8,GER1,2023,Segundo Volante
D. Kolovetsios,4,TUR,2023,Zagueiro
