Atleta,Código_Posição_Wyscout,Minutos,Liga,Versão_Temporada,Posição
D. Lamego,4,1175,BEL2,2025,Zagueiro
D. Prychynenko,4,980,BEL2,2025,Zagueiro
D. Wouters,4,1370,BEL2,2025,Zagueiro
D. Wuytens,4,1336,BEL2,2025,Zagueiro
David Sousa,4,1326,BEL2,2025,Zagueiro
Diego Rosa,9,744,BEL2,2025,Meia
E. Dacı,12,580,BEL2,2025,Atacante
E. Gedikli,12,651,BEL2,2025,Atacante
E. Lazar,10,538,BEL2,2025,Extremo
E. Matuta,8,884,BEL2,2025,Segundo Volante
E. Mutela Tshimbalanga,1,548,BEL2,2025,Lateral
E. van der Gouw,0,1361,BEL2,2025,Goleiro
F. Dicke,8,540,BEL2,2025,Segundo Volante
F. Mabani,1,823,BEL2,2025,Lateral
Flavio Da Silva,8,745,BEL2,2025,Segundo Volante
G. Claes,11,966,BEL2,2025,Extremo
G. De Schryver,9,778,BEL2,2025,Meia
G. Hendrickx,7,705,BEL2,2025,Primeiro Volante
G. Robail,10,677,BEL2,2025,Extremo
G. Van Moerzeke,12,1254,BEL2,2025,Atacante
Gonzalo Almenara,1,770,BEL2,2025,Lateral
H. Dijkhuizen,1,1249,BEL2,2025,Lateral
I. Baouf,4,937,BEL2,2025,Zagueiro
I. Boonen,9,940,BEL2,2025,Meia
I. Halifa,8,1145,BEL2,2025,Segundo Volante
I. Kébé,8,759,BEL2,2025,Segundo Volante
I. Ziani,9,967,BEL2,2025,Meia
J. Belin,0,1349,BEL2,2025,Goleiro
J. Déom,9,705,BEL2,2025,Meia
J. Dianganga,4,1276,BEL2,2025,Zagueiro
J. Dom,4,931,BEL2,2025,Zagueiro
J. D'Ostilio,1,1181,BEL2,2025,Lateral
J. Erenbjerg,10,1182,BEL2,2025,Extremo
J. Filipović,4,704,BEL2,2025,Zagueiro
J. Gillekens,4,925,BEL2,2025,Zagueiro
J. Ito,8,910,BEL2,2025,Segundo Volante
J. Lioka,8,846,BEL2,2025,Segundo Volante
J. Onstein,4,880,BEL2,2025,Zagueiro
J. Opoku,10,858,BEL2,2025,Extremo
J. Renner,0,590,BEL2,2025,Goleiro
J. Renson,4,1349,BEL2,2025,Zagueiro
J. Tolinsson,4,1363,BEL2,2025,Zagueiro
J. van Duiven,12,1330,BEL2,2025,Atacante
J. van Landschoot,10,941,BEL2,2025,Extremo
J. Vervaque,1,564,BEL2,2025,Lateral
J. Vinck,1,676,BEL2,2025,Lateral
J. Vossen,12,1139,BEL2,2025,Atacante
Jaime Sierra,7,696,BEL2,2025,Primeiro Volante
K. Aguilar,1,736,BEL2,2025,Lateral
K. Borry,4,1088,BEL2,2025,Zagueiro
K. Debaty,0,685,BEL2,2025,Goleiro
K. Furo,12,930,BEL2,2025,Atacante
K. Goto,12,1298,BEL2,2025,Atacante
K. Kis,1,960,BEL2,2025,Lateral
K. Nagera,12,721,BEL2,2025,Atacante
K. Peersman,0,1064,BEL2,2025,Goleiro
K. Pierre,1,830,BEL2,2025,Lateral
K. Poku,10,837,BEL2,2025,Extremo
K. Ruiz-Atil,10,721,BEL2,2025,Extremo
K. Schuermans,4,1031,BEL2,2025,Zagueiro
K. Van Rafelghem,12,1002,BEL2,2025,Atacante
L. Audoor,7,953,BEL2,2025,Primeiro Volante
L. Jans,1,1348,BEL2,2025,Lateral
L. Jordi,1,1049,BEL2,2025,Lateral
L. Kerrigan,10,631,BEL2,2025,Extremo
L. Lucker,4,1056,BEL2,2025,Zagueiro
L. Malungu,4,1047,BEL2,2025,Zagueiro
L. Margueron,0,1144,BEL2,2025,Goleiro
L. Marijnissen,4,1302,BEL2,2025,Zagueiro
L. Mertens,12,860,BEL2,2025,Atacante
L. Schoofs,8,1370,BEL2,2025,Segundo Volante
L. Van Eenoo,7,1326,BEL2,2025,Primeiro Volante
L. Willen,4,1292,BEL2,2025,Zagueiro
Lenn De Smet,10,1238,BEL2,2025,Extremo
Liam De Smet,7,1344,BEL2,2025,Primeiro Volante
M. Allione,1,754,BEL2,2025,Lateral
M. Belkheir,12,1097,BEL2,2025,Atacante
M. Cachbach,8,1055,BEL2,2025,Segundo Volante
M. Camara,12,602,BEL2,2025,Atacante
M. El Boukammiri,10,1313,BEL2,2025,Extremo
M. Fall,12,1144,BEL2,2025,Atacante
M. Francotte,1,1291,BEL2,2025,Lateral
M. Guindo,12,718,BEL2,2025,Atacante
M. Healy,8,1186,BEL2,2025,Segundo Volante
M. Itrak,8,790,BEL2,2025,Segundo Volante
M. Kireev,11,743,BEL2,2025,Extremo
M. Lemmens,4,1040,BEL2,2025,Zagueiro
M. Maisonneuve,4,1318,BEL2,2025,Zagueiro
M. Moulhi,10,837,BEL2,2025,Extremo
M. Muland Kayij,1,882,BEL2,2025,Lateral
M. Peano,0,1258,BEL2,2025,Goleiro
M. Penders,0,779,BEL2,2025,Goleiro
M. Pieklak,0,1179,BEL2,2025,Goleiro
M. Prunier,12,1277,BEL2,2025,Atacante
M. Robberechts,11,584,BEL2,2025,Extremo
M. Sambu,1,1224,BEL2,2025,Lateral
M. Servais,12,1297,BEL2,2025,Atacante
M. Soumaré,12,858,BEL2,2025,Atacante
M. Tshibuabua,4,1172,BEL2,2025,Zagueiro
N. Bitumazala,10,679,BEL2,2025,Extremo
N. Boujouh,1,1268,BEL2,2025,Lateral
N. De Cat,8,889,BEL2,2025,Segundo Volante
N. Engwanda,4,930,BEL2,2025,Zagueiro
N. Gillot,1,716,BEL2,2025,Lateral
N. Martens,10,775,BEL2,2025,Extremo
N. Rommens,7,1255,BEL2,2025,Primeiro Volante
N. Schouterden,8,1323,BEL2,2025,Segundo Volante
N. Solheid,4,1361,BEL2,2025,Zagueiro
Nacho Miras,0,1076,BEL2,2025,Goleiro
O. Maës,8,1151,BEL2,2025,Segundo Volante
O. Sow,12,634,BEL2,2025,Atacante
O. Sow,12,1204,BEL2,2025,Atacante
O. Vliegen,0,581,BEL2,2025,Goleiro
P. De Schrijver,1,530,BEL2,2025,Lateral
P. Diop,7,1197,BEL2,2025,Primeiro Volante
P. Ngawa,4,1322,BEL2,2025,Zagueiro
P. Parzyszek,12,1291,BEL2,2025,Atacante
P. Perdichizzi,4,1026,BEL2,2025,Zagueiro
R. Charles-Cook,12,1322,BEL2,2025,Atacante
R. Droehlne,4,1335,BEL2,2025,Zagueiro
R. Emond,12,752,BEL2,2025,Atacante
R. Merlen,8,982,BEL2,2025,Segundo Volante
R. Mirisola,12,1124,BEL2,2025,Atacante
R. Paeshuyse,4,1393,BEL2,2025,Zagueiro
R. Ure,12,535,BEL2,2025,Atacante
R. Wilmots,7,1333,BEL2,2025,Primeiro Volante
S. Abe,7,1259,BEL2,2025,Primeiro Volante
S. Audoor,1,932,BEL2,2025,Lateral
S. Bammens,9,1132,BEL2,2025,Meia
S. Brebels,7,1285,BEL2,2025,Primeiro Volante
S. Coopman,10,686,BEL2,2025,Extremo
S. de Grand,1,1080,BEL2,2025,Lateral
S. Dewaele,8,1275,BEL2,2025,Segundo Volante
S. Faye,10,671,BEL2,2025,Extremo
S. Gavriel,11,719,BEL2,2025,Extremo
S. Gueulette,7,985,BEL2,2025,Primeiro Volante
S. Kennedy,4,1028,BEL2,2025,Zagueiro
S. Lahssaini,8,548,BEL2,2025,Segundo Volante
S. Marzo,1,1019,BEL2,2025,Lateral
S. Ntamack,12,636,BEL2,2025,Atacante
S. Pattynama,1,656,BEL2,2025,Lateral
S. Van Aerschot,10,1059,BEL2,2025,Extremo
S. Wylin,4,915,BEL2,2025,Zagueiro
T. Alloh,1,718,BEL2,2025,Lateral
T. Claes,9,1170,BEL2,2025,Meia
T. Gécé,4,533,BEL2,2025,Zagueiro
T. Janssen,7,964,BEL2,2025,Primeiro Volante
T. Lund Jensen,10,703,BEL2,2025,Extremo
T. Pierrot,7,640,BEL2,2025,Primeiro Volante
T. Schlieck,0,1064,BEL2,2025,Goleiro
T. Van Acker,7,636,BEL2,2025,Primeiro Volante
V. Boone,4,1329,BEL2,2025,Zagueiro
V. Corneillie,4,525,BEL2,2025,Zagueiro
V. Daguin,8,1125,BEL2,2025,Segundo Volante
V. Kiankaulua,12,767,BEL2,2025,Atacante
W. Da Costa,10,777,BEL2,2025,Extremo
W. Faye,4,877,BEL2,2025,Zagueiro
X. Gies,0,1169,BEL2,2025,Goleiro
Y. Challouk,9,547,BEL2,2025,Meia
Y. Lawson,10,1010,BEL2,2025,Extremo
Y. Massolin,8,505,BEL2,2025,Segundo Volante
Y. Michiwaki,12,716,BEL2,2025,Atacante
Y. Titi,1,500,BEL2,2025,Lateral
Y. Van Genechten,1,1393,BEL2,2025,Lateral
Y. Yoshinaga,1,1122,BEL2,2025,Lateral
Z. Atteri,12,771,BEL2,2025,Atacante
Z. Bafdili,7,649,BEL2,2025,Primeiro Volante
Z. Fdaouch,12,588,BEL2,2025,Atacante
A. Ahmedov,12,1741,BUL,2025,Atacante
A. Aralica,12,1172,BUL,2025,Atacante
A. Bozhev,0,669,BUL,2025,Goleiro
A. Brrou,12,846,BUL,2025,Atacante
A. Camara,9,543,BUL,2025,Meia
A. Chandarov,8,940,BUL,2025,Segundo Volante
A. Chernev,4,512,BUL,2025,Zagueiro
A. Conte,4,1457,BUL,2025,Zagueiro
A. Donchev,10,1009,BUL,2025,Extremo
A. Gospodinov,0,1851,BUL,2025,Goleiro
A. Granchov,4,1705,BUL,2025,Zagueiro
A. Kabov,10,1271,BUL,2025,Extremo
A. Kolev,12,1721,BUL,2025,Atacante
A. Korošec,7,1132,BUL,2025,Primeiro Volante
A. Leya Iseka,12,585,BUL,2025,Atacante
A. Lyaskov,1,1809,BUL,2025,Lateral
A. Lyubenov,0,1856,BUL,2025,Goleiro
A. Maraš,12,659,BUL,2025,Atacante
A. Ntonalnto,7,1185,BUL,2025,Primeiro Volante
A. Pitsolis,7,847,BUL,2025,Primeiro Volante
A. Stoyanov,9,697,BUL,2025,Meia
A. Tsvetkov,4,1619,BUL,2025,Zagueiro
A. Vutov,9,1346,BUL,2025,Meia
A. Witry,1,1132,BUL,2025,Lateral
Alberto Salido,9,723,BUL,2025,Meia
Aldair,1,1662,BUL,2025,Lateral
Alfons Amade,7,502,BUL,2025,Primeiro Volante
Antonio Perera,7,754,BUL,2025,Primeiro Volante
Arthur,0,1865,BUL,2025,Goleiro
B. Córdoba,4,587,BUL,2025,Zagueiro
B. Fourrier,12,1405,BUL,2025,Atacante
B. Karagaren,10,1415,BUL,2025,Extremo
B. Katsarov,7,1646,BUL,2025,Primeiro Volante
B. Penchev,1,1387,BUL,2025,Lateral
B. Perea,12,1360,BUL,2025,Atacante
B. Rupanov,12,1199,BUL,2025,Atacante
B. Traoré,10,1179,BUL,2025,Extremo
B. Tsonev,7,1671,BUL,2025,Primeiro Volante
Berna Couto,9,642,BUL,2025,Meia
Bruno,1,1737,BUL,2025,Lateral
Busatto,0,916,BUL,2025,Goleiro
C. Diamanka,12,520,BUL,2025,Atacante
C. Hüseynov,7,656,BUL,2025,Primeiro Volante
C. Ilić,9,1618,BUL,2025,Meia
C. Keșerü,12,620,BUL,2025,Atacante
C. Makoun,4,914,BUL,2025,Zagueiro
C. Nguyen Do,7,916,BUL,2025,Primeiro Volante
C. Nwachukwu,10,1317,BUL,2025,Extremo
C. Offor,12,1663,BUL,2025,Atacante
C. Ohene,7,1232,BUL,2025,Primeiro Volante
Caio Vidal,10,880,BUL,2025,Extremo
Carlos Algarra,8,1719,BUL,2025,Segundo Volante
Cassiano Bouzon,10,532,BUL,2025,Extremo
Celso Raposo,10,1570,BUL,2025,Extremo
D. Aleksandrov,10,1203,BUL,2025,Extremo
D. Ali,1,1171,BUL,2025,Lateral
D. Dimov,7,1254,BUL,2025,Primeiro Volante
D. Dimov,4,1856,BUL,2025,Zagueiro
D. Genov,12,1498,BUL,2025,Atacante
D. Georgiev,1,1286,BUL,2025,Lateral
D. Gropper,1,835,BUL,2025,Lateral
D. Iliev,12,1618,BUL,2025,Atacante
D. Kondrakov,12,704,BUL,2025,Atacante
D. Lozev,1,1342,BUL,2025,Lateral
D. Sheytanov,0,1659,BUL,2025,Goleiro
D. Velkovski,1,1594,BUL,2025,Lateral
D. Vuković,8,758,BUL,2025,Segundo Volante
Dani Martín,1,1164,BUL,2025,Lateral
Daniel de Pauli,7,607,BUL,2025,Primeiro Volante
David Suárez,7,1465,BUL,2025,Primeiro Volante
Deroy Duarte,7,888,BUL,2025,Primeiro Volante
Diego Raposo,8,1278,BUL,2025,Segundo Volante
Dinis Almeida,4,1138,BUL,2025,Zagueiro
Dudu,10,1233,BUL,2025,Extremo
E. Ali,7,693,BUL,2025,Primeiro Volante
E. Dost,8,899,BUL,2025,Segundo Volante
E. Espinoza,1,1005,BUL,2025,Lateral
E. Kurtulus,4,1151,BUL,2025,Zagueiro
E. Martinov,7,611,BUL,2025,Primeiro Volante
E. Tombak,1,1298,BUL,2025,Lateral
E. Tsenov,4,1242,BUL,2025,Zagueiro
E. Ukaki,10,1040,BUL,2025,Extremo
E. Viyachki,4,1851,BUL,2025,Zagueiro
Edgar Pacheco,10,560,BUL,2025,Extremo
Erick Marcus,10,641,BUL,2025,Extremo
Everton Bala,8,1185,BUL,2025,Segundo Volante
F. Barrios,0,1549,BUL,2025,Goleiro
F. Eboa Eboa,4,1821,BUL,2025,Zagueiro
F. Lesniak,8,1494,BUL,2025,Segundo Volante
F. Politino,10,541,BUL,2025,Extremo
F. Prce,4,1293,BUL,2025,Zagueiro
F. Ramos,4,815,BUL,2025,Zagueiro
Felipe Chacartegui,1,933,BUL,2025,Lateral
G. Ivanov,9,1193,BUL,2025,Meia
G. Karakashev,7,756,BUL,2025,Primeiro Volante
G. Koyalipou,12,1355,BUL,2025,Atacante
G. Staykov,8,612,BUL,2025,Segundo Volante
G. Tartov,10,781,BUL,2025,Extremo
G. Varbanov,1,877,BUL,2025,Lateral
Gustavo Cascardo,1,1338,BUL,2025,Lateral
H. Bernat,0,1668,BUL,2025,Goleiro
H. Bonmann,0,847,BUL,2025,Goleiro
H. Ivanov,8,1269,BUL,2025,Segundo Volante
H. Petrov,4,854,BUL,2025,Zagueiro
I. Chochev,8,1183,BUL,2025,Segundo Volante
I. Dyulgerov,0,981,BUL,2025,Goleiro
I. Issa,12,830,BUL,2025,Atacante
I. Minchev,7,1332,BUL,2025,Primeiro Volante
I. Popov,9,1491,BUL,2025,Meia
I. Tilev,10,1537,BUL,2025,Extremo
I. Turitsov,1,821,BUL,2025,Lateral
Ismael Ferrer,10,802,BUL,2025,Extremo
J. Eto'o,7,1432,BUL,2025,Primeiro Volante
J. Lamy,11,957,BUL,2025,Extremo
J. Lindseth,9,1405,BUL,2025,Meia
J. Lokilo,10,674,BUL,2025,Extremo
J. Perea,12,862,BUL,2025,Atacante
J. Piotrowski,8,579,BUL,2025,Segundo Volante
J. Salomoni,4,1474,BUL,2025,Zagueiro
J. Segura,4,1541,BUL,2025,Zagueiro
J. Tamm,4,1313,BUL,2025,Zagueiro
Jawad El Jemili,8,907,BUL,2025,Segundo Volante
Johnathan,1,675,BUL,2025,Lateral
Juanca Pineda,10,1654,BUL,2025,Extremo
K. Balogiannis,1,1690,BUL,2025,Lateral
K. Balov,10,621,BUL,2025,Extremo
K. Ceijas,1,1071,BUL,2025,Lateral
K. Dimitrov,4,1714,BUL,2025,Zagueiro
K. Duah,12,962,BUL,2025,Atacante
K. Fabien,10,1484,BUL,2025,Extremo
K. Onasci,4,888,BUL,2025,Zagueiro
K. Pehlivanov,4,739,BUL,2025,Zagueiro
K. Peshov,1,769,BUL,2025,Lateral
K. Stanoev,8,1746,BUL,2025,Segundo Volante
K. Stoyanov,7,1178,BUL,2025,Primeiro Volante
K. Tomov,0,691,BUL,2025,Goleiro
K. van der Kaap,4,1532,BUL,2025,Zagueiro
L. Cooper,4,1020,BUL,2025,Zagueiro
L. Dellova,4,1677,BUL,2025,Zagueiro
L. Ivanov,4,899,BUL,2025,Zagueiro
L. Ivanov,8,1185,BUL,2025,Segundo Volante
L. Kotev,7,1198,BUL,2025,Primeiro Volante
L. Marin,4,1622,BUL,2025,Zagueiro
L. Squadrone,4,1776,BUL,2025,Zagueiro
Lucas,4,704,BUL,2025,Zagueiro
M. Achkov,1,1641,BUL,2025,Lateral
M. Bachev,4,1460,BUL,2025,Zagueiro
M. Carreazo,7,1288,BUL,2025,Primeiro Volante
M. Diarra,4,755,BUL,2025,Zagueiro
M. Gamakov,4,1144,BUL,2025,Zagueiro
M. Georgiev,4,1643,BUL,2025,Zagueiro
M. Hristov,4,1317,BUL,2025,Zagueiro
M. Ilievski,12,898,BUL,2025,Atacante
M. Jurić-Petrašilo,4,1229,BUL,2025,Zagueiro
M. Lukov,0,1194,BUL,2025,Goleiro
M. Marković,0,1386,BUL,2025,Goleiro
M. Mihaylov,4,1640,BUL,2025,Zagueiro
M. Mitkov,1,1236,BUL,2025,Lateral
M. Moran,8,1059,BUL,2025,Segundo Volante
M. Orachev,10,559,BUL,2025,Extremo
M. Paskalev,4,1353,BUL,2025,Zagueiro
M. Petkov,10,986,BUL,2025,Extremo
M. Petkov,8,1007,BUL,2025,Segundo Volante
M. Phaeton,10,989,BUL,2025,Extremo
M. Polendakov,1,1323,BUL,2025,Lateral
M. Sangaré,12,1280,BUL,2025,Atacante
M. Šimić,4,1840,BUL,2025,Zagueiro
M. Smolenski,9,995,BUL,2025,Meia
M. Soula,9,1466,BUL,2025,Meia
M. Tsvetanov,1,1210,BUL,2025,Lateral
M. Velichkov,0,1736,BUL,2025,Goleiro
Maicon,1,1440,BUL,2025,Lateral
Márcio Rosa,0,776,BUL,2025,Goleiro
Matheus Souza,12,915,BUL,2025,Atacante
Mica Pinto,1,666,BUL,2025,Lateral
N. Fonkeu,8,1554,BUL,2025,Segundo Volante
N. Iliev,10,587,BUL,2025,Extremo
N. Makni,12,1707,BUL,2025,Atacante
N. Milev,12,910,BUL,2025,Atacante
N. Minkov,1,1552,BUL,2025,Lateral
N. Nikolaev,1,1332,BUL,2025,Lateral
N. Penev,11,598,BUL,2025,Extremo
N. Pišćević,7,853,BUL,2025,Primeiro Volante
O. Hamdiev,10,674,BUL,2025,Extremo
O. Kamdem,1,1365,BUL,2025,Lateral
O. Skarsem,10,535,BUL,2025,Extremo
O. Verdon,4,1172,BUL,2025,Zagueiro
O. Zbun,1,830,BUL,2025,Lateral
Octávio,8,519,BUL,2025,Segundo Volante
Oier Sarriegi,1,1147,BUL,2025,Lateral
P. Debarliev,0,1069,BUL,2025,Goleiro
P. Iliev,0,1876,BUL,2025,Goleiro
P. Konaté,1,1142,BUL,2025,Lateral
P. Marinov,0,1086,BUL,2025,Goleiro
P. Umarbaev,7,768,BUL,2025,Primeiro Volante
Patrick Luan,12,502,BUL,2025,Atacante
Pedro Naressi,7,1359,BUL,2025,Primeiro Volante
Q. Seedorf,1,1310,BUL,2025,Lateral
R. Bidounga,4,722,BUL,2025,Zagueiro
R. Daskalov,4,861,BUL,2025,Zagueiro
R. Dimitrov,1,607,BUL,2025,Lateral
R. Ivey,1,1359,BUL,2025,Lateral
R. Kirilov,10,1518,BUL,2025,Extremo
R. Terziev,4,1187,BUL,2025,Zagueiro
Rafael Furtado,12,811,BUL,2025,Atacante
Renan Areias,7,682,BUL,2025,Primeiro Volante
Rick,10,1287,BUL,2025,Extremo
Rwan Cruz,12,1012,BUL,2025,Atacante
S. Dikov,12,956,BUL,2025,Atacante
S. Gavrilov,8,587,BUL,2025,Segundo Volante
S. Godoy,12,1544,BUL,2025,Atacante
S. Ivanov,10,1786,BUL,2025,Extremo
S. Lambèse,1,1227,BUL,2025,Lateral
S. Pachamé,8,1287,BUL,2025,Segundo Volante
S. Padt,0,881,BUL,2025,Goleiro
S. Rabotov,4,766,BUL,2025,Zagueiro
S. Sanyang,1,546,BUL,2025,Lateral
S. Shopov,8,843,BUL,2025,Segundo Volante
S. Slavchev,8,795,BUL,2025,Segundo Volante
S. Traoré,12,662,BUL,2025,Atacante
S. Tsonkov,4,1762,BUL,2025,Zagueiro
S. Vutsov,0,1368,BUL,2025,Goleiro
S. Yusein,8,1271,BUL,2025,Segundo Volante
Son,1,1332,BUL,2025,Lateral
Steeve Furtado,1,966,BUL,2025,Lateral
T. Chunchukov,12,677,BUL,2025,Atacante
T. Heintz,10,702,BUL,2025,Extremo
T. Ivanov,4,1287,BUL,2025,Zagueiro
T. Panov,1,676,BUL,2025,Lateral
T. Pavlov,4,509,BUL,2025,Zagueiro
T. Vion,1,1528,BUL,2025,Lateral
T. Yordanov,9,1316,BUL,2025,Meia
Thalis,9,1411,BUL,2025,Meia
Tsunami,4,1820,BUL,2025,Zagueiro
V. Drobarov,4,1682,BUL,2025,Zagueiro
V. Genev,4,855,BUL,2025,Zagueiro
V. Jelenković,4,1466,BUL,2025,Zagueiro
V. Kerchev,1,1098,BUL,2025,Lateral
V. Medved,10,644,BUL,2025,Extremo
V. Mitev,1,825,BUL,2025,Lateral
V. Nikolov,9,648,BUL,2025,Meia
V. Nikolov,12,998,BUL,2025,Atacante
V. Ochayi,4,1363,BUL,2025,Zagueiro
V. Panayotov,7,1721,BUL,2025,Primeiro Volante
V. Popov,1,1768,BUL,2025,Lateral
V. Triboulet,12,1055,BUL,2025,Atacante
V. Velev,1,1126,BUL,2025,Lateral
Vitinho,10,690,BUL,2025,Extremo
Weslen Júnior,12,661,BUL,2025,Atacante
X. Schenk,4,633,BUL,2025,Zagueiro
Y. Baurenski,8,949,BUL,2025,Segundo Volante
Y. Georgiev,0,1840,BUL,2025,Goleiro
Y. Karabelyov,7,1229,BUL,2025,Primeiro Volante
Y. Serdyuk,12,830,BUL,2025,Atacante
Z. Atanasov,4,1568,BUL,2025,Zagueiro
Z. Bytyqi,10,550,BUL,2025,Extremo
A. Amador,10,1177,CRC,2025,Extremo
A. Arias,8,1085,CRC,2025,Segundo Volante
A. Chévez,1,2066,CRC,2025,Lateral
A. Climaco,1,1514,CRC,2025,Lateral
A. Cruz,0,1052,CRC,2025,Goleiro
A. Gamboa,4,1938,CRC,2025,Zagueiro
A. Gibbons,4,716,CRC,2025,Zagueiro
A. Guevara,10,1931,CRC,2025,Extremo
A. Hernández,12,1265,CRC,2025,Atacante
A. Hudson,10,1151,CRC,2025,Extremo
A. Lezcano,0,1475,CRC,2025,Goleiro
A. Lopez,9,1011,CRC,2025,Meia
A. Monreal,0,1298,CRC,2025,Goleiro
A. Mora,7,1323,CRC,2025,Primeiro Volante
A. Pineda,0,1869,CRC,2025,Goleiro
A. Reyes,12,1132,CRC,2025,Atacante
A. Rodríguez,12,1176,CRC,2025,Atacante
A. Rojas,10,1456,CRC,2025,Extremo
A. Salazar,4,1685,CRC,2025,Zagueiro
A. Soto,4,1887,CRC,2025,Zagueiro
A. Suárez,9,853,CRC,2025,Meia
A. Torres,7,727,CRC,2025,Primeiro Volante
A. Walker,0,758,CRC,2025,Goleiro
Alberto Toril,12,1429,CRC,2025,Atacante
Allan Cruz,8,1610,CRC,2025,Segundo Volante
B. Alfaro,7,607,CRC,2025,Primeiro Volante
B. Martínez,12,1696,CRC,2025,Atacante
B. Oviedo,1,588,CRC,2025,Lateral
B. Segura,0,1888,CRC,2025,Goleiro
B. Sequeira,1,867,CRC,2025,Lateral
C. Borges,7,1773,CRC,2025,Primeiro Volante
C. Martínez,1,1182,CRC,2025,Lateral
C. Martínez,7,1679,CRC,2025,Primeiro Volante
C. Meneses,1,1016,CRC,2025,Lateral
C. Perez,9,1484,CRC,2025,Meia
C. Reyes,4,1943,CRC,2025,Zagueiro
C. Yanis,10,1705,CRC,2025,Extremo
Canhoto,10,1800,CRC,2025,Extremo
D. Araya,1,821,CRC,2025,Lateral
D. Campos,10,1433,CRC,2025,Extremo
D. Carvajal,0,2059,CRC,2025,Goleiro
D. Castrillo,1,1011,CRC,2025,Lateral
D. Colindres,12,1620,CRC,2025,Atacante
D. Flores,8,1934,CRC,2025,Segundo Volante
D. González,1,1609,CRC,2025,Lateral
D. Guzmán,8,1178,CRC,2025,Segundo Volante
D. Lom Moscoso,12,878,CRC,2025,Atacante
D. López,12,914,CRC,2025,Atacante
D. Mason,8,610,CRC,2025,Segundo Volante
D. Morejon,4,1621,CRC,2025,Zagueiro
D. Rodríguez,12,635,CRC,2025,Atacante
D. Vega,10,675,CRC,2025,Extremo
D. Villegas,0,1894,CRC,2025,Goleiro
E. Aguilar,12,1974,CRC,2025,Atacante
E. Alvarado,0,2008,CRC,2025,Goleiro
E. Anderson,4,1640,CRC,2025,Zagueiro
E. Bravo Ramos,1,734,CRC,2025,Lateral
E. Juárez,1,590,CRC,2025,Lateral
E. Mosquera,4,2155,CRC,2025,Zagueiro
E. Rubio,4,1770,CRC,2025,Zagueiro
F. Escobar,8,1070,CRC,2025,Segundo Volante
F. Faerrón,4,1249,CRC,2025,Zagueiro
F. Juarez,8,797,CRC,2025,Segundo Volante
F. Piñar,1,959,CRC,2025,Lateral
F. Ramírez,8,938,CRC,2025,Segundo Volante
G. Castro,1,599,CRC,2025,Lateral
G. de León,1,1162,CRC,2025,Lateral
G. González,4,1168,CRC,2025,Zagueiro
G. Leiva,8,853,CRC,2025,Segundo Volante
G. Méndez,8,701,CRC,2025,Segundo Volante
G. Méndez,1,1520,CRC,2025,Lateral
G. Montes,4,1667,CRC,2025,Zagueiro
G. Muñoz,8,632,CRC,2025,Segundo Volante
G. Torres,10,1399,CRC,2025,Extremo
G. Villalobos,4,664,CRC,2025,Zagueiro
G. Vivi,10,793,CRC,2025,Extremo
H. Muñoz,4,1493,CRC,2025,Zagueiro
H. Quirós,1,981,CRC,2025,Lateral
H. Rojas,10,795,CRC,2025,Extremo
I. Gómez,1,1607,CRC,2025,Lateral
I. Lawrence,1,1690,CRC,2025,Lateral
J. Acosta,4,1688,CRC,2025,Zagueiro
J. Aguirre,8,2051,CRC,2025,Segundo Volante
J. Bolaños,10,599,CRC,2025,Extremo
J. Brenes,8,1717,CRC,2025,Segundo Volante
J. Camareno,10,670,CRC,2025,Extremo
J. Condega,8,1634,CRC,2025,Segundo Volante
J. Cordero,12,998,CRC,2025,Atacante
J. Córdoba,12,964,CRC,2025,Atacante
J. Daly,12,707,CRC,2025,Atacante
J. East,12,1720,CRC,2025,Atacante
J. Evans,10,922,CRC,2025,Extremo
J. González,12,1153,CRC,2025,Atacante
J. Gordon,8,1096,CRC,2025,Segundo Volante
J. Hadden,7,1468,CRC,2025,Primeiro Volante
J. Hansen,12,948,CRC,2025,Atacante
J. Hernández,12,1154,CRC,2025,Atacante
J. Huertas,4,647,CRC,2025,Zagueiro
J. Leiva,4,1676,CRC,2025,Zagueiro
J. Leverón,4,1087,CRC,2025,Zagueiro
J. Madrigal,4,1240,CRC,2025,Zagueiro
J. Martinez,8,663,CRC,2025,Segundo Volante
J. Matarrita,7,1105,CRC,2025,Primeiro Volante
J. McDonald,12,718,CRC,2025,Atacante
J. Méndez,10,1756,CRC,2025,Extremo
J. Mitchell,12,956,CRC,2025,Atacante
J. Monge,0,698,CRC,2025,Goleiro
J. Montenegro,12,1157,CRC,2025,Atacante
J. Mora,10,821,CRC,2025,Extremo
J. Mora,8,856,CRC,2025,Segundo Volante
J. Mora,1,1243,CRC,2025,Lateral
J. Morán,12,576,CRC,2025,Atacante
J. Moya,12,1011,CRC,2025,Atacante
J. Navarro,12,769,CRC,2025,Atacante
J. Olivero,8,889,CRC,2025,Segundo Volante
J. Ordain,4,2004,CRC,2025,Zagueiro
J. Pemberton,12,869,CRC,2025,Atacante
J. Peraza,4,2038,CRC,2025,Zagueiro
J. Porras,9,516,CRC,2025,Meia
J. Quirós,1,1078,CRC,2025,Lateral
J. Reyes,10,935,CRC,2025,Extremo
J. Rivera Stuart,1,1709,CRC,2025,Lateral
