Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Duelos_Ganhos,Ações_Defensivas_BemSucedidas,Duelos_Defensivos_Ganhos,Duelos_Aéreos_Ganhos,Interceptações_Ajustadas_a_Posse,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
1360,B. Kuipers,Twente,Twente,LB,LB,1,30.0,1300000,2028-06-30,32,2003,Netherlands,Netherlands,left,180,74,no,5.977944,7.32,2.559452,1.122646,5.55,HOL,Testing,2025,0.3489319264521442,0.3554103337932481,0.3454009167166059
1361,S. Bakari,Sparta Rotterdam,Sparta Rotterdam,RB,RB,1,30.0,800000,2026-06-30,26,2373,France,"France, Comoros",right,178,67,no,7.092683000000001,9.56,4.553999999999999,0.836,5.68,HOL,Testing,2025,0.5413499695276331,0.5541850435175558,0.5430413965383478
1362,T. Ouwejan,NEC,NEC,"LB, LAMF",LB,1,28.0,1500000,2027-06-30,30,2029,Netherlands,Netherlands,left,183,78,no,6.655905000000001,8.12,3.945445,0.75348,4.59,HOL,Testing,2025,0.3984295647172649,0.4082440775370545,0.3971013209196891
1363,C. Verdonk,NEC,NEC,"LB, LCB",LB,1,28.0,2500000,2028-06-30,34,3250,Netherlands,"Netherlands, Indonesia",left,174,70,no,8.665650000000001,10.86,5.373613999999999,0.8855680000000001,6.49,HOL,Testing,2025,0.6848077390561599,0.6999337501254934,0.6891558281122337
1364,M. Deijl,Go Ahead Eagles,Go Ahead Eagles,RB,RB,1,27.0,1200000,2027-06-30,34,3337,Netherlands,Netherlands,right,181,72,no,7.230347,6.47,3.212012,1.26939,3.93,HOL,Testing,2025,0.318136746870107,0.32362295459771,0.3137826240546188
1365,G. Smal,Feyenoord,Feyenoord,"LB, LDMF",LB,1,27.0,6000000,2028-06-30,25,1492,Netherlands,Netherlands,left,183,74,no,5.67117,7.0,3.074022,0.784525,4.94,HOL,Testing,2025,0.3230594514249825,0.3235732596435213,0.3162445918409919
1366,S. Maikuma,AZ,AZ,RB,RB,1,27.0,1500000,2028-06-30,28,2216,Japan,Japan,right,179,69,no,9.505404,10.15,4.712326000000001,1.46076,6.52,HOL,Testing,2025,0.6818333759845563,0.6856588838935544,0.6804410808892652
1367,J. Lelieveld,RKC Waalwijk,RKC Waalwijk,"RB, RCB",RB,1,27.0,850000,2025-06-30,29,2314,Netherlands,Netherlands,right,178,72,no,7.664502,10.73,4.782312,1.127735,5.75,HOL,Testing,2025,0.6138706612839392,0.6123205644003835,0.6090522220786295
1368,M. Köhlert,Heerenveen,Heerenveen,LB,LB,1,27.0,2000000,2025-06-30,29,2764,Germany,Germany,left,169,58,no,7.32849,9.15,4.23108,0.8795649999999999,5.63,HOL,Testing,2025,0.5217175778969956,0.531201825338383,0.521510911859309
1369,S. Horemans,Utrecht,Utrecht,RB,RB,1,26.0,1200000,2027-06-30,29,2568,Belgium,Belgium,right,186,77,no,8.409122,9.64,4.833060000000001,1.85514,5.15,HOL,Testing,2025,0.5724659316853479,0.5848947771001467,0.5742773028376666
1370,B. Lucassen,NAC Breda,NAC Breda,"RB, RW",RB,1,26.0,450000,2025-06-30,18,1330,Netherlands,Netherlands,right,173,70,no,8.866674,10.69,5.213456,1.084,5.57,HOL,Testing,2025,0.6431813126472838,0.6551763343431546,0.6455125246580543
1371,S. Floranus,PEC Zwolle,PEC Zwolle,"RB, LB",RB,1,26.0,700000,2027-06-30,24,2090,Netherlands,"Netherlands, Curaçao",right,181,74,no,8.742360000000001,10.33,4.950714,1.418914,6.23,HOL,Testing,2025,0.6654241812578187,0.6693620295559353,0.6639171571102861
1372,B. Reith,Sparta Rotterdam,Sparta Rotterdam,RB,RB,1,26.0,600000,2027-06-30,13,965,Netherlands,Netherlands,right,176,70,no,8.673804,9.05,4.94073,0.935,5.38,HOL,Testing,2025,0.5637220649409359,0.5759404285634349,0.5653357165349676
1373,Mauro Júnior,PSV,PSV,"LB, DMF, RB",LB,1,26.0,7000000,2029-06-30,25,2151,Brazil,Brazil,left,171,62,no,8.325204,8.12,4.34854,0.503283,6.41,HOL,Testing,2025,0.5342264567937938,0.5469960878866919,0.5358103752712408
1374,L. Wouters,RKC Waalwijk,RKC Waalwijk,LB,LB,1,25.0,300000,2025-06-30,12,905,Netherlands,Netherlands,left,190,77,no,7.361076,10.54,4.080221,1.991587,6.84,HOL,Testing,2025,0.6392612072980092,0.6553637473470533,0.6436266740105485
1375,B. Kemper,NAC Breda,NAC Breda,LB,LB,1,25.0,500000,2026-06-30,29,2621,Netherlands,Netherlands,left,185,82,no,8.275576,8.21,3.230199,2.096028,5.41,HOL,Testing,2025,0.5003523365382934,0.4947745640347936,0.4923126767833125
1376,M. Busi,NAC Breda,NAC Breda,RB,RB,1,25.0,1500000,2026-06-30,13,947,Belgium,Belgium,right,182,78,yes,7.700640000000001,9.12,4.84538,1.427892,4.72,HOL,Testing,2025,0.5153695397869859,0.5228160087438256,0.5140669955479943
1377,R. Sigurgeirsson,Willem II,Willem II,"LB, LWB",LB,1,25.0,450000,2026-06-30,26,2061,Iceland,Iceland,left,186,86,no,7.554507,9.96,4.6287,0.917204,4.9,HOL,Testing,2025,0.5431335230798469,0.5424848565614936,0.5380312623522577
1378,J. Familia-Castillo,RKC Waalwijk,RKC Waalwijk,"LB, LWB",LB,1,25.0,300000,2026-06-30,24,1635,Netherlands,"Netherlands, Dominican Republic",left,175,73,no,7.157378,8.26,3.850132,0.824901,4.88,HOL,Testing,2025,0.4386214713946351,0.4344500635614844,0.4306472168464787
1379,H. Akujobi,Almere City,Almere City,RB,RB,1,25.0,550000,2025-06-30,28,2525,Netherlands,"Netherlands, Nigeria",right,175,68,no,7.307398000000001,8.95,4.132728,0.8935919999999998,4.96,HOL,Testing,2025,0.4724786711164598,0.4817112839101039,0.4716302957771591
1380,R. Roosken,Huddersfield Town,Heracles,LB,LB,1,25.0,450000,2025-06-30,16,1316,Netherlands,"Netherlands, Angola",left,183,70,no,10.46356,9.64,6.294669,0.9585300000000001,3.48,HOL,Testing,2025,0.6003678180492149,0.614245508203386,0.6032027742485353
1381,D. James,Go Ahead Eagles,Go Ahead Eagles,LB,LB,1,25.0,250000,2026-06-30,25,1835,Netherlands,Netherlands,left,176,68,no,6.62302,7.21,3.82512,0.835404,3.89,HOL,Testing,2025,0.3244154949223405,0.3350844750435185,0.3227454567068739
1382,J. Mitrović,Fortuna Sittard,Fortuna Sittard,"RB, RAMF",RB,1,24.0,600000,2027-06-30,26,1046,Croatia,Croatia,right,174,74,no,8.8641,8.95,3.26874,0.94825,5.67,HOL,Testing,2025,0.534975934002261,0.5329648903698885,0.5291001140104931
1383,J. Wieckhoff,Heracles,Heracles,RB,RB,1,24.0,450000,2026-06-30,21,1399,Germany,Germany,right,188,75,no,10.290914,9.91,5.986078,0.8362689999999999,4.99,HOL,Testing,2025,0.6543797861344375,0.6638287633727753,0.6555417030368209
1384,R. Ledezma,PSV,PSV,RB,RB,1,24.0,900000,2025-06-30,24,1815,United States,"United States, Mexico",right,174,64,no,6.248839999999999,5.9,2.77916,1.188753,4.92,HOL,Testing,2025,0.2948268714099914,0.3016064436623765,0.2908825864346302
1385,S. El Karouani,Utrecht,Utrecht,LB,LB,1,24.0,2400000,2026-06-30,34,3229,Netherlands,"Netherlands, Morocco",left,178,74,no,9.084168,7.8,4.294785999999999,1.032872,3.55,HOL,Testing,2025,0.4320488028856883,0.4398367271082905,0.4300480171217629
1386,E. Reijnders,PEC Zwolle,PEC Zwolle,RB,RB,1,24.0,650000,2027-06-30,21,1335,Netherlands,Netherlands,right,168,56,no,7.144500000000001,8.56,4.585716,0.943485,4.72,HOL,Testing,2025,0.4648964405692503,0.4760338601646519,0.4649311828260221
1387,D. van der Kust,Beerschot-Wilrijk,Sparta Rotterdam,LB,LB,1,23.0,1200000,2026-06-30,13,1015,Suriname,"Suriname, Netherlands",left,178,71,yes,6.204885999999999,10.02,4.077521999999999,0.62,6.51,HOL,Testing,2025,0.5644046386573703,0.5596521233755247,0.557451306013768
1388,V. Zagaritis,Almere City,Almere City,LB,LB,1,24.0,400000,2026-06-30,33,3200,Greece,Greece,left,178,68,no,9.14013,9.2,3.684842,1.266769,5.69,HOL,Testing,2025,0.5608560491311505,0.556467398231911,0.5540494650220519
1389,B. van Rooij,Twente,Twente,RB,RB,1,24.0,2000000,2028-06-30,36,3486,Netherlands,Netherlands,right,174,72,no,8.387575,8.57,4.312152,1.2642,5.46,HOL,Testing,2025,0.5219667432603748,0.5358820653329024,0.5240013722096047
1390,J. Dahlhaus,Fortuna Sittard,Fortuna Sittard,LB,LB,1,23.0,450000,2026-06-30,31,1928,Netherlands,Netherlands,left,180,73,no,9.94296,10.64,4.666563999999999,1.165104,6.18,HOL,Testing,2025,0.6875870066366941,0.6931369726509655,0.6871260804304206
1391,A. Salah-Eddine,Roma,Twente,"LB, RB",LB,1,23.0,1200000,2027-06-30,18,1366,Netherlands,"Netherlands, Morocco",left,181,70,no,8.565428,8.17,3.558782,0.789165,5.47,HOL,Testing,2025,0.4825086145403316,0.4863658883412517,0.4790493010201236
1392,R. Nizet,Willem II,Willem II,LB,LB,1,23.0,400000,2025-06-30,21,1100,Belgium,"Belgium, Senegal",left,177,66,no,7.036231,7.36,3.59822,0.4928899999999999,4.45,HOL,Testing,2025,0.358020777479774,0.3649102345280906,0.3547924245892031
1393,D. Möller Wolfe,AZ,AZ,LB,LB,1,23.0,4500000,2028-06-30,33,2863,Norway,Norway,left,185,79,no,6.475936000000001,5.72,2.830912,1.13061,3.45,HOL,Testing,2025,0.247754759377097,0.2412314437180912,0.2365975859722156
1394,Hugo Bueno,Feyenoord,Feyenoord,LB,LB,1,22.0,6000000,2028-06-30,20,1294,Spain,Spain,left,180,73,yes,6.883947000000001,4.94,2.501136,0.8353149999999999,3.8,HOL,Testing,2025,0.2067582284524483,0.2132087093682004,0.2017273062746128
1395,D. Kasius,AZ,AZ,"RB, LB",RB,1,22.0,2000000,2027-06-30,32,1546,Netherlands,Netherlands,right,183,74,no,7.450696000000001,8.32,3.319272,0.465894,6.0,HOL,Testing,2025,0.4717736630388173,0.4743152976617803,0.4675374684071272
1396,A. Gaaei,Ajax,Ajax,RB,RB,1,22.0,3000000,2028-06-30,25,1960,Denmark,Denmark,right,183,73,no,6.613178,6.15,2.890275,1.467234,3.89,HOL,Testing,2025,0.2685613793998671,0.2783265693855763,0.2658510133908853
1397,D. Rensch,Roma,Ajax,RB,RB,1,22.0,10000000,2025-06-30,14,1195,Netherlands,"Netherlands, Suriname",right,179,68,no,7.152640000000002,7.98,3.687684,0.7556160000000002,4.44,HOL,Testing,2025,0.3945946571452798,0.4022836356489163,0.3921524624516715
1398,F. Stam,Groningen,Groningen,"LB, RB, LCB",LB,1,22.0,0,2028-06-30,19,931,Netherlands,Netherlands,right,188,81,yes,9.569536,9.67,4.35,3.4776,6.42,HOL,Testing,2025,0.7211647642671045,0.7192177374770714,0.7172670759355095
1399,B. Pereira,NEC,NEC,RB,RB,1,22.0,700000,2027-06-30,32,2390,France,"France, Congo",right,172,66,no,11.821347,11.3,5.951485,0.9406140000000001,5.29,HOL,Testing,2025,0.7781576717570201,0.7838324074819494,0.7787063019794823
1400,A. Adelgaard,Go Ahead Eagles,Go Ahead Eagles,LB,LB,1,21.0,700000,2028-06-30,22,1332,Denmark,Denmark,left,175,65,no,7.16163,8.78,4.118656000000001,0.539946,4.97,HOL,Testing,2025,0.466137826489755,0.4687328724711249,0.4618697186414805
1401,M. Benita,Heracles,Heracles,RB,RB,1,21.0,1500000,2026-06-30,29,2214,Netherlands,"Netherlands, Curaçao",right,173,66,yes,9.306000000000001,10.53,4.79816,1.38388,5.09,HOL,Testing,2025,0.639106343878183,0.6341008652435062,0.6328058868879767
1402,D. van der Haar,PEC Zwolle,PEC Zwolle,LB,LB,1,21.0,0,2028-06-30,29,1986,Netherlands,Netherlands,left,0,0,no,5.66544,9.06,4.121,0.544,5.79,HOL,Testing,2025,0.4574336244836982,0.4681595323344485,0.4571824695359363
1403,W. Prins,Groningen,Groningen,LB,LB,1,21.0,0,2027-06-30,26,1799,Netherlands,Netherlands,left,0,0,no,9.305724999999999,10.06,5.905878,0.99988,4.24,HOL,Testing,2025,0.6124687894309931,0.6123735956832339,0.6083707536833979
1404,O. Braude,Heerenveen,Heerenveen,"RB, LB",RB,1,21.0,0,2027-06-30,34,2870,Norway,Norway,right,166,60,no,11.414845,11.01,5.957090999999999,1.411875,6.28,HOL,Testing,2025,0.7822114551225877,0.7973297941785326,0.7875735973158345
1405,M. Dams,Al Ahli,PSV,LB,LB,1,20.0,0,2029-06-30,15,991,Belgium,Belgium,left,0,0,no,6.808158,8.99,3.540613999999999,1.452344,9.48,HOL,Testing,2025,0.5991388729264867,0.635625734070365,0.6133837113104104
1406,O. Aertssen,PEC Zwolle,PEC Zwolle,"RB, RCB",RB,1,20.0,0,2027-06-30,20,1217,Netherlands,Netherlands,right,183,77,no,10.132778,9.76,5.25182,1.626709,5.22,HOL,Testing,2025,0.6245991059047409,0.6431684213715815,0.6300576219410897
1407,F. Al Mazyani,RKC Waalwijk,RKC Waalwijk,"RB, RCB",RB,1,20.0,0,2027-06-30,22,1758,Belgium,"Belgium, Morocco",right,180,68,no,8.857475,12.85,5.373119999999999,0.973668,7.81,HOL,Testing,2025,0.8172355233340463,0.8259176724621049,0.8197119627065326
1408,C. Valerius,NAC Breda,NAC Breda,RB,RB,1,19.0,0,2027-06-30,15,1278,Netherlands,"Netherlands, Curaçao",right,0,0,no,9.787776,11.48,5.137528,0.774846,6.19,HOL,Testing,2025,0.715413590591803,0.7215463694990905,0.7155379212675782
1409,G. Read,Feyenoord,Feyenoord,RB,RB,1,19.0,0,2029-06-30,26,2135,Netherlands,"Netherlands, Suriname",right,175,70,no,7.754181999999999,8.35,4.806747,0.37875,4.55,HOL,Testing,2025,0.4568693794389811,0.4717994632897525,0.4587363839037224
1410,M. Rots,Heracles,Heracles,LB,LB,1,19.0,0,2027-06-30,15,1409,Netherlands,Netherlands,left,185,74,no,9.008139000000002,9.45,4.919355,0.573276,5.36,HOL,Testing,2025,0.5710920691064177,0.5830548100249179,0.5726535947542033
1411,J. Hato,Ajax,Ajax,LB,LB,1,19.0,30000000,2028-06-30,31,2784,Netherlands,"Netherlands, Curaçao",left,183,76,no,8.015499,7.44,3.780517,1.74702,4.46,HOL,Testing,2025,0.4160315504347951,0.4282764091972611,0.4161151305852947
1412,T. Singh,Punjab,Punjab,LB,LB,1,20.0,0,2026-05-31,22,2173,India,India,unknown,0,0,no,9.4844,11.14,5.714901999999999,0.7468499999999999,7.43,IND,Testing,2025,0.7700841064513102,0.7727439000958461,0.7690251378626018
1413,N. Rodrigues,Mumbai City,Mumbai City,LB,LB,1,21.0,0,,23,1659,India,India,left,175,0,no,7.760196000000001,7.97,4.125888,1.248604,5.95,IND,Testing,2025,0.5016121389430349,0.5183703623203889,0.5048703553485131
1414,N. Barla,Jamshedpur,Jamshedpur,RB,RB,1,21.0,0,2028-05-31,22,1522,India,India,unknown,0,0,no,8.86796,10.11,5.558316,1.182104,5.77,IND,Testing,2025,0.6386951670388565,0.6478306004911832,0.6395347596892258
1415,M. Rafi,Hyderabad FC,Hyderabad FC,"RB, LCB, RCB",RB,1,23.0,0,,19,1747,India,India,right,175,0,no,7.055784,9.79,3.76205,1.90509,7.76,IND,Testing,2025,0.6207794658793216,0.6346246025704312,0.6238112896221725
1416,Lalchungnunga,East Bengal,East Bengal,"LB, RCB",LB,1,24.0,0,2026-05-31,18,1641,India,India,right,183,81,no,5.212752,7.57,3.291123,0.657942,5.56,IND,Testing,2025,0.3519654714280053,0.3644177418050433,0.3514843109230659
1417,H. Ralte,Mumbai City,Mumbai City,RB,RB,1,24.0,75000,2027-05-31,24,2330,India,India,right,178,0,no,8.847096,9.77,5.06315,0.9276149999999999,6.75,IND,Testing,2025,0.6706378152803745,0.6791259960202509,0.6714842199600382
1418,M. Rakip,East Bengal,East Bengal,RB,RB,1,24.0,0,2026-05-31,15,1333,India,India,right,173,0,no,9.585323999999998,11.21,6.481764000000001,0.6759999999999999,6.21,IND,Testing,2025,0.7402752938325944,0.7489543536669271,0.7419458902947056
1419,K. Lhungdim,Punjab,Punjab,RB,RB,1,24.0,175000,2026-05-31,17,1639,India,India,,0,0,no,11.20215,10.98,6.367039999999999,1.54,6.31,IND,Testing,2025,0.7882162762617461,0.8003650254934302,0.7921408606197836
1420,R. Ali,Odisha,Odisha,"RB, RW, RAMF",RB,1,24.0,200000,2027-05-31,22,1427,India,India,right,179,0,no,7.378920000000001,7.0,3.0288,1.323564,5.98,IND,Testing,2025,0.4203690113803731,0.4211080097385868,0.4146848687972892
1421,B. Singh,Goa,Goa,"RB, RAMF",RB,1,25.0,225000,2026-05-31,25,2437,India,India,right,0,0,no,8.124519,8.49,4.984944,0.6260460000000001,4.7,IND,Testing,2025,0.4930303298177017,0.4996726023383686,0.491088026588279
1422,B. Samte,NorthEast United,NorthEast United,LB,LB,1,25.0,0,2026-05-31,21,1990,India,India,,0,0,no,7.505463,9.09,5.74578,0.452327,4.46,IND,Testing,2025,0.4927689172125467,0.5148183250244226,0.4986079567637493
1423,N. Singh,Kerala Blasters,Kerala Blasters,LB,LB,1,25.0,225000,2028-05-31,22,2214,India,India,,0,0,no,10.121584,10.49,6.135273000000001,1.13904,6.75,IND,Testing,2025,0.737224771158226,0.7521858098177736,0.7420373024664574
1424,R. Singh,Bengaluru,Bengaluru,"LB, RB",LB,1,26.0,225000,2026-05-31,28,2837,India,India,,0,0,no,8.118096,8.6,3.8991,0.6979139999999999,6.92,IND,Testing,2025,0.5626869958170028,0.5731642284503916,0.5634101668530404
1425,A. Rai,Mohun Bagan,Mohun Bagan,RB,RB,1,26.0,250000,2027-05-31,24,2183,India,India,right,174,0,no,7.914189,9.56,3.832828,1.318656,8.03,IND,Testing,2025,0.6363559917918712,0.6515626847026952,0.6402384925526972
1426,M. Mohammed,Hyderabad FC,Hyderabad FC,LB,LB,1,26.0,0,,14,1280,India,India,left,171,0,no,6.821097,8.72,4.147924000000001,1.19425,6.3,IND,Testing,2025,0.5245795312774758,0.5284784687670442,0.5215809344751792
1427,L. Augustine,Punjab,Punjab,"RB, LB",RB,1,26.0,0,,20,1163,India,India,unknown,168,0,no,10.524072,8.82,4.25684,1.6254,6.56,IND,Testing,2025,0.6288838592530723,0.6411855602199613,0.6312205961398698
1428,Laldinliana Renthlei,Chennaiyin FC,Chennaiyin FC,RB,RB,1,26.0,100000,2026-05-31,17,1454,India,India,right,170,0,no,6.62508,8.36,4.0225,0.865,6.15,IND,Testing,2025,0.4821427655997981,0.4930691610188103,0.4822511278925666
1429,M. Uvais,Jamshedpur,Jamshedpur,LB,LB,1,26.0,0,2025-05-31,27,2722,India,India,unknown,0,0,no,5.258763,8.5,3.44112,0.62647,6.9,IND,Testing,2025,0.4568425237797462,0.46205793120455,0.4538011471768715
1430,J. Lalrinzuala,Odisha,Odisha,LB,LB,1,26.0,200000,2025-05-31,19,1355,India,India,left,167,0,no,8.305696,7.64,4.718604999999999,0.66357,4.3,IND,Testing,2025,0.4408248355557697,0.4571572078646456,0.4432326362088017
1431,Vanlalzuidika,Mohammedan,Mohammedan,"RB, LB",RB,1,27.0,100000,2026-05-31,22,2160,India,India,,177,0,no,7.45875,8.92,4.665752,1.25091,5.35,IND,Testing,2025,0.5167164570648192,0.5279133605543179,0.5173228033961753
1432,A. Ranawade,Odisha,Odisha,RB,RB,1,27.0,250000,2025-05-31,22,1848,India,India,,167,62,yes,5.600288000000001,7.79,3.45708,0.6313799999999999,6.43,IND,Testing,2025,0.4231449324378677,0.4384626272258558,0.4248553263749972
1433,D. Singh,NorthEast United,NorthEast United,"RB, RCB",RB,1,27.0,0,,15,1240,India,India,both,175,0,no,6.241725,8.06,4.35243,0.8689800000000001,4.65,IND,Testing,2025,0.4100919340029354,0.4192893947801667,0.4085738188866623
1434,N. Kumar,East Bengal,East Bengal,LB,LB,1,27.0,175000,2025-05-31,13,954,India,India,,0,0,no,5.282171999999999,6.7,2.356992,1.036595,5.1,IND,Testing,2025,0.276736316174986,0.2858824613343463,0.2737986262102215
1435,S. Gama,Odisha,Odisha,LB,LB,1,27.0,75000,,19,1034,India,India,,165,0,no,7.574256,11.84,5.051007000000001,0.958676,10.14,IND,Testing,2025,0.7961186130067583,0.7874667206329639,0.7896167710796642
1436,U. Singh,Goa,Goa,"RB, RAMF, RW",RB,1,28.0,175000,2026-05-31,19,1477,India,India,right,180,72,no,7.85981,6.15,2.67917,1.096732,4.65,IND,Testing,2025,0.3196975090310377,0.3252305186830836,0.3153833426647406
1437,A. Sangwan,Goa,Goa,LB,LB,1,29.0,200000,2027-05-31,23,2064,India,India,left,178,0,no,10.163448,11.25,6.493872,1.920558,6.77,IND,Testing,2025,0.7903143130123346,0.8030524794019595,0.7945586116217674
1438,N. Poojary,Bengaluru,Bengaluru,RB,RB,1,29.0,250000,2028-05-31,17,1532,India,India,right,177,64,no,9.574278999999999,7.87,4.583781,0.8217450000000001,5.51,IND,Testing,2025,0.5331032112079974,0.5442604130223109,0.53386075099035
1439,S. Bose,Mohun Bagan,Mohun Bagan,LB,LB,1,29.0,300000,2027-05-31,25,2459,India,India,left,184,78,no,7.90776,8.42,3.113355,2.196495,7.63,IND,Testing,2025,0.5573650092417824,0.5801335341564317,0.5642424341716564
1440,Z. Ralte,Mohammedan,Mohammedan,LB,LB,1,29.0,150000,2026-05-31,18,1802,India,India,left,174,70,no,6.794037,8.09,3.99342,0.8,5.04,IND,Testing,2025,0.4197711542254405,0.4306673197320618,0.4192124215861208
1441,S. Singh,Kerala Blasters,Kerala Blasters,RB,RB,1,30.0,125000,2027-05-31,20,1537,India,India,right,179,76,no,7.73089,8.49,4.746,1.2892,4.74,IND,Testing,2025,0.4901774331937134,0.4986394462975062,0.4891246944258177
1442,R. Tlang,NorthEast United,NorthEast United,RB,RB,1,30.0,125000,2025-05-31,17,1389,India,India,right,167,64,no,9.783466,10.69,6.351216000000001,0.842946,5.68,IND,Testing,2025,0.6998100259152218,0.7097192816869154,0.7016792613591321
1443,A. Mehta,Jamshedpur,Jamshedpur,RB,RB,1,34.0,0,,14,1081,India,India,,176,66,no,7.660924,9.41,4.746604,1.328787,5.3,IND,Testing,2025,0.5403202403394444,0.5553490060830878,0.5431092146380349
1444,N. Sasongko,Barito Putera,Barito Putera,"LB, RB",LB,1,35.0,25000,,23,1583,Indonesia,Indonesia,,170,73,no,6.138720000000001,6.77,3.69706,1.30675,3.75,INDO,Testing,2025,0.2951128198917152,0.3057462432454079,0.2931185863728398
1445,A. Alfarizi,Arema,Arema,LB,LB,1,34.0,10000,,27,2505,Indonesia,Indonesia,left,173,65,no,4.5248,5.64,2.371875,1.006995,4.52,INDO,Testing,2025,0.2145682956079056,0.2114701491671129,0.2047947852580918
1446,F. Saputra,Semen Padang,Semen Padang,LB,LB,1,33.0,175000,,15,1140,Indonesia,Indonesia,right,173,0,no,6.790386,9.63,3.94899,1.264445,5.58,INDO,Testing,2025,0.5127192295914798,0.5162813033132573,0.5094264931805167
1447,A. Idrus,Persebaya Surabaya,Persebaya Surabaya,"LB, RB",LB,1,32.0,175000,,29,2460,Indonesia,Indonesia,both,165,0,yes,8.519015999999999,9.95,5.200316999999999,1.244496,5.7,INDO,Testing,2025,0.6031158123946548,0.6169741100913624,0.6059696892785699
1448,T. Hidayat,Madura United,Madura United,LB,LB,1,32.0,125000,,27,2329,Indonesia,Indonesia,right,167,0,no,7.923394999999999,9.2,4.405356,0.925,6.41,INDO,Testing,2025,0.5710516462491022,0.5808092788722756,0.5714986729307673
1449,V. Yagalo,Persik Kediri,Persik Kediri,"RB, LB",RB,1,32.0,100000,,17,1188,Indonesia,Indonesia,,0,0,no,6.516487,5.45,2.5781,1.135684,4.63,INDO,Testing,2025,0.2516153611687268,0.2574883898515927,0.2467614803600921
1450,J. Tutuarima,Persis Solo,Persis Solo,LB,LB,1,32.0,250000,,11,1026,Netherlands,"Netherlands, Indonesia",left,169,67,no,7.106988,8.51,3.243141,1.141076,8.51,INDO,Testing,2025,0.5775762684169228,0.590621486366812,0.5797524527621302
1451,A. Lestaluhu,PSS Sleman,PSS Sleman,"LB, LWB",LB,1,31.0,200000,,22,1730,Indonesia,Indonesia,left,170,58,no,5.983556,5.62,2.858812,0.468,3.92,INDO,Testing,2025,0.2240616982336317,0.2187994425072093,0.2132940370432649
1452,N. Setiawan,Bali United,Bali United,RB,RB,1,31.0,175000,,24,2029,Indonesia,Indonesia,both,173,56,no,5.055246,5.28,2.617824,0.709136,3.9,INDO,Testing,2025,0.1685091460012819,0.1823511558153484,0.16681288467312
1453,M. Tahir,PSBS Biak Numfor,PSBS Biak Numfor,"RB, RCB, RCMF",RB,1,31.0,100000,,26,1692,Indonesia,Indonesia,right,170,68,no,9.520646000000001,9.47,4.896877,1.171564,6.45,INDO,Testing,2025,0.6633814236494976,0.6650506113520946,0.6607068666654883
1454,L. Guntara,Borneo FC,Borneo FC,LB,LB,1,30.0,200000,2026-01-20,30,2376,Indonesia,Indonesia,left,171,0,no,4.736304000000001,5.38,2.539152,0.645,4.36,INDO,Testing,2025,0.1806207207189972,0.1979574931274939,0.1808166753722849
