Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Duelos_Ofensivos_Ganhos,Pisadas_Área,Dribles_BemSucedidos,Acelerações,Passes_Longos_Recebidos,xG,Finalizações_NoAlvo,Conversão_Gols,xA,Assistência_Finalização,Deep_Completions,Deep_Completed_Crosses,Passes_Chave,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
289,Nélson da Luz,Qingdao West Coast,Qingdao West Coast,"RAMF, RW",RAMF,10,28,800000,2027-12-31,13,1207,Angola,Angola,left,183,74,no,4.697912,2.61,2.014496,0.37,1.42,0.25,0.672654,21.053,0.11,0.82,0.67,0.6,0.75,CHN,Testing,2026,0.5023404229062112,0.4878735729531303,0.4951069979296707
290,Chen Chunxin,Chongqing Tongliang Long,Chongqing Tongliang Long,"RW, LCMF, LW",RW,10,28,100000,,14,769,China PR,China PR,right,181,67,no,0.935301,1.17,0.3525,0.0,0.12,0.12,0.468548,42.857,0.04,0.7,0.12,0.12,0.12,CHN,Testing,2026,0.3517618411880405,0.3295053623459577,0.3406336017669991
291,Bruno Xadas,Tianjin Tigers,Tianjin Tigers,"LW, RCMF, LCMF",LW,10,28,1200000,2027-12-31,15,1508,Portugal,Portugal,left,179,72,no,1.73204,0.95,0.9540860000000001,0.18,0.84,0.18,0.656393,13.333,0.14,1.37,0.72,1.01,0.54,CHN,Testing,2026,0.3837488803920928,0.3946937720568862,0.3892213262244895
292,Lin Liangming,Beijing Guoan,Beijing Guoan,"LW, LAMF, RB",LW,10,29,300000,2026-12-31,14,852,China PR,China PR,right,180,74,no,2.641596,4.65,1.585746,0.11,1.8,0.28,0.739375,18.75,0.03,0.74,1.27,0.42,0.21,CHN,Testing,2026,0.4527787986287137,0.4293465353702369,0.4410626669994753
293,Y. Yeboah,Qingdao Hainiu,Qingdao Hainiu,"RAMF, RW",RAMF,10,29,2500000,2026-12-31,14,1402,Ghana,Ghana,right,175,70,no,5.841472,2.63,3.4678,0.13,3.79,0.21,0.834141,16.667,0.23,1.28,0.77,0.9,0.71,CHN,Testing,2026,0.5832955615456795,0.5552484397540596,0.5692720006498695
294,A. Kouamé,Liaoning Tieren,Liaoning Tieren,"RW, RAMF",RW,10,29,0,2026-12-31,15,1054,Côte d'Ivoire,Côte d'Ivoire,left,180,0,no,5.29402,3.07,1.705692,0.0,1.88,0.18,0.59711,11.765,0.11,0.77,0.94,0.43,0.43,CHN,Testing,2026,0.3459730762749874,0.3581029739276049,0.3520380251012961
295,Cryzan,Shandong Taishan,Shandong Taishan,"RWF, CF, AMF",RWF,11,29,4500000,2027-12-31,13,1201,Brazil,Brazil,right,190,83,no,8.768189999999999,2.92,3.594513,0.15,1.87,0.38,1.35009,26.19,0.23,1.95,1.57,1.35,0.6,CHN,Testing,2026,0.6863078476600103,0.6963183750200032,0.6913131113400066
296,Zhong Yihao,Henan,Henan,"LAMF, RW, RAMF",LAMF,10,30,175000,2026-12-31,15,1306,China PR,China PR,right,178,75,no,3.513664,1.72,0.898168,0.07,1.86,0.11,0.550602,11.765,0.08,0.69,0.55,0.9,0.41,CHN,Testing,2026,0.3161078108188258,0.3117340411776675,0.3139209259982466
297,Wei Shihao,Chengdu Rongcheng,Chengdu Rongcheng,"LAMF, LWF, LW",LAMF,10,31,800000,,14,1370,China PR,China PR,right,178,65,no,3.743,3.94,2.297515,0.2,2.56,0.38,1.18425,15.789,0.12,1.12,1.05,0.92,0.53,CHN,Testing,2026,0.5079132575385327,0.5432981509754115,0.525605704256972
298,A. Ioniţă,Yunnan Yukun,Yunnan Yukun,"RAMF, RW, RWF",RAMF,10,31,700000,2027-12-31,15,1402,Romania,Romania,left,178,67,no,3.336333,1.6,1.795,0.64,1.09,0.16,0.769923,8.333,0.17,1.6,0.96,0.77,0.83,CHN,Testing,2026,0.4335333578900818,0.4153023273187804,0.4244178426044311
299,F. Acheampong,Dalian Young Boy,Dalian Young Boy,"LAMF, CF, LW",LAMF,10,32,1200000,,15,1356,Ghana,Ghana,left,169,65,no,4.710527999999999,4.91,1.99,0.53,2.65,0.24,0.728082,23.81,0.09,1.0,0.73,0.66,0.53,CHN,Testing,2026,0.5266824082455839,0.5252175221908986,0.5259499652182411
300,V. Qazaishvili,Shandong Taishan,Shandong Taishan,"LWF, AMF, LW",LWF,11,33,1800000,,15,1440,Georgia,Georgia,right,174,74,no,4.627239,3.75,2.126608,0.19,1.25,0.3,0.5,5.0,0.12,1.31,2.13,0.31,0.69,CHN,Testing,2026,0.376621972110617,0.4165525445158604,0.3965872583132386
301,Wellington Silva,Chengdu Rongcheng,Chengdu Rongcheng,"RAMF, RWF, RW",RAMF,10,33,400000,,15,1460,Brazil,"Brazil, Spain",right,170,64,no,4.74858,4.68,2.344524,0.31,3.02,0.3,0.9243119999999999,18.919,0.28,1.23,2.16,0.8,0.8,CHN,Testing,2026,0.669907785552249,0.6485482856168849,0.6592280355845669
302,Davidson,Qingdao West Coast,Qingdao West Coast,"LW, LAMF",LW,10,35,850000,,15,1537,Brazil,Brazil,right,177,69,no,4.800348,2.99,1.34849,0.7,1.82,0.41,0.877988,11.765,0.09,0.88,0.88,0.88,0.47,CHN,Testing,2026,0.4380834506129466,0.4625255905333123,0.4503045205731294
303,F. Pardo,Alianza,Alianza,"RAMF, RW, LW",RAMF,10,35,250000,,18,1104,Colombia,Colombia,right,178,80,no,2.282456,1.63,0.732906,0.33,2.2,0.14,0.49095,9.091,0.27,1.71,0.57,1.06,0.57,COL,Testing,2026,0.431094331477869,0.4286028220640809,0.4298485767709749
304,M. Barrios,Once Caldas,Once Caldas,"RW, LW, RAMF",RW,10,35,600000,2026-12-31,13,722,Colombia,Colombia,right,163,60,no,2.3674,2.87,0.9980070000000001,0.25,2.37,0.12,0.6222720000000002,11.111,0.08,0.62,1.0,0.37,0.37,COL,Testing,2026,0.3128627849627924,0.3113367311537618,0.3120997580582771
305,B. Urueña,Águilas Doradas,Águilas Doradas,"LW, RAMF, RW",LW,10,33,300000,2026-12-31,15,946,Colombia,Colombia,right,175,77,no,2.951665,0.86,0.95,0.38,2.09,0.07,0.09554599999999999,0.0,0.41,2.85,1.14,1.62,0.95,COL,Testing,2026,0.5306778915579553,0.5101298865274988,0.5204038890427269
306,Omar Fernández,Santa Fe,Santa Fe,"LAMF, LW",LAMF,10,33,1000000,2027-12-31,22,1665,Colombia,Colombia,left,165,72,no,2.00158,2.05,0.8639189999999999,0.59,2.0,0.24,0.65,20.833,0.27,2.11,1.24,0.92,0.7,COL,Testing,2026,0.5847871304381677,0.5850975975211163,0.5849423639796419
307,K. Londoño,Atlético Bucaramanga,Atlético Bucaramanga,"LAMF, RAMF",LAMF,10,32,450000,2026-12-31,18,1260,Colombia,Colombia,right,180,72,no,2.499228,2.86,1.359802,0.29,1.36,0.16,0.6444,8.0,0.14,1.21,1.07,0.79,0.5,COL,Testing,2026,0.3716418223923241,0.3667403450183481,0.369191083705336
308,Jhon Vásquez,Llaneros,Llaneros,"LAMF, RW, LW",LAMF,10,31,800000,2026-12-31,18,1616,Colombia,Colombia,right,176,78,no,7.018074,2.9,3.451323,0.33,2.23,0.29,0.6666,18.519,0.12,0.89,0.78,2.0,0.67,COL,Testing,2026,0.5532708628006017,0.5316058131692554,0.5424383379849285
309,Jhon Salazar,Atlético Bucaramanga,Atlético Bucaramanga,"RAMF, RW",RAMF,10,31,900000,2028-06-30,17,870,Colombia,Colombia,right,178,76,yes,3.724587,2.17,1.344853,0.72,2.48,0.12,0.7215900000000001,7.692,0.17,1.34,0.72,1.45,0.62,COL,Testing,2026,0.4498521579977502,0.4277626672850004,0.4388074126413752
310,J. Velásquez,Fortaleza,Fortaleza,"LAMF, RAMF, RW",LAMF,10,31,300000,,15,749,Colombia,Colombia,right,174,72,no,3.483991,2.04,1.440096,0.48,1.32,0.05,0.36,12.5,0.09,0.84,1.32,0.36,0.36,COL,Testing,2026,0.2387546498629255,0.2538936145985578,0.2463241322307416
311,E. Bello,Atlético Nacional,Atlético Nacional,"RAMF, RW",RAMF,10,30,1500000,2027-12-31,18,1026,Venezuela,Venezuela,right,176,72,no,1.49175,2.02,0.792,0.18,1.23,0.22,0.439544,10.526,0.21,1.58,0.96,0.09,0.35,COL,Testing,2026,0.3537757028906653,0.3488927397311825,0.3513342213109238
312,D. Rodríguez,Jaguares de Córdoba,Jaguares de Córdoba,"RW, RAMF, CF",RW,10,30,200000,,18,969,Venezuela,Venezuela,right,163,61,no,3.808816,1.76,1.577148,0.46,2.04,0.11,0.370713,13.333,0.15,1.02,0.74,0.74,0.56,COL,Testing,2026,0.3400766243215971,0.3399843744713065,0.3400304993964518
313,M. Moreno,Atlético Nacional,Atlético Nacional,"RW, LW, LAMF",RW,10,29,850000,2026-12-31,21,789,Colombia,Colombia,right,173,66,no,4.791248,2.97,2.850984,1.25,2.05,0.36,1.139176,13.043,0.1,1.03,1.03,1.14,0.34,COL,Testing,2026,0.4767199907752672,0.5035995172684719,0.4901597540218695
314,K. Caicedo,Llaneros,Llaneros,"LW, LAMF, RAMF",LW,10,28,0,,16,1010,Colombia,Colombia,,0,0,no,2.673,1.87,1.515384,0.18,2.5,0.07,0.446136,7.692,0.09,0.98,0.71,0.71,0.62,COL,Testing,2026,0.3098409037336322,0.2906909523877473,0.3002659280606897
315,A. Sarmiento,Atlético Nacional,Atlético Nacional,"LAMF, LW",LAMF,10,28,700000,2027-12-31,25,1412,Colombia,Colombia,right,176,60,no,4.017126,3.63,1.657032,0.38,1.72,0.4,1.083225,7.843,0.15,1.15,0.96,0.83,0.7,COL,Testing,2026,0.5241941964579929,0.5185124039353803,0.5213533001966866
316,C. Barrios,Junior,Junior,"RAMF, RW, LAMF",RAMF,10,28,0,2028-12-31,23,1623,Colombia,Colombia,right,166,65,no,2.88288,2.83,0.831735,0.44,1.16,0.2,0.612224,21.739,0.1,1.22,1.28,0.17,0.28,COL,Testing,2026,0.4228366177297977,0.4033694699883119,0.4131030438590548
317,Bryan Castrillón,Junior,Junior,"LAMF, LW",LAMF,10,27,0,2027-06-30,19,1012,Colombia,Colombia,right,173,67,no,2.313765,3.74,1.245192,0.36,2.13,0.29,1.33344,5.556,0.11,0.71,1.16,0.71,0.36,COL,Testing,2026,0.4231176966381238,0.4179944131618429,0.4205560548999833
318,Í. Montano,Boyacá Chicó,Boyacá Chicó,"RW, RAMF, CF",RW,10,27,150000,2026-12-31,14,859,Colombia,Colombia,left,180,0,no,4.086782,2.1,2.304720000000001,0.1,2.2,0.33,1.151197,10.714,0.08,0.94,0.84,0.42,0.31,COL,Testing,2026,0.369485616530188,0.4019919969655685,0.3857388067478782
319,Pipe Gómez,Once Caldas,Once Caldas,"LW, LAMF, LWF",LW,10,26,325000,2026-06-30,21,1268,Colombia,Colombia,right,173,68,yes,6.173544000000001,3.48,4.045482000000001,0.21,1.42,0.19,1.204896,8.696,0.09,1.06,1.28,0.35,0.35,COL,Testing,2026,0.3678182683341824,0.3959707923409432,0.3818945303375627
320,J. Zapata,Once Caldas,Once Caldas,"RW, RAMF, CF",RW,10,26,0,2027-06-30,20,1431,Colombia,Colombia,left,0,0,no,3.898642999999999,3.65,1.573542,0.31,1.57,0.37,1.069684,14.583,0.07,1.19,1.64,0.25,0.44,COL,Testing,2026,0.4402296227762786,0.4997794948932525,0.4700045588347655
321,S. Navarro,Fortaleza,Fortaleza,"RAMF, AMF, CF",RAMF,10,25,600000,,17,1010,Colombia,Colombia,right,187,74,no,1.694017,1.96,0.53328,0.09,0.8,0.14,0.266851,0.0,0.1,1.16,1.78,0.8,0.18,COL,Testing,2026,0.1680093255885605,0.2060377668284342,0.1870235462084974
322,Y. Londoño,Alianza,Alianza,"LAMF, RW, CF",LAMF,10,25,0,,14,738,Colombia,Colombia,right,182,0,no,4.511544,1.95,2.196,0.37,1.95,0.11,0.486618,16.667,0.08,0.85,0.73,0.24,0.61,COL,Testing,2026,0.3556606846149381,0.3369115848279346,0.3462861347214363
323,D. Ramírez,Boyacá Chicó,Boyacá Chicó,"RW, AMF, RCMF",RW,10,25,0,,19,1260,Colombia,Colombia,right,161,60,no,2.572265999999999,1.71,0.999473,0.36,1.5,0.06,0.356631,6.667,0.1,1.43,1.71,0.79,0.71,COL,Testing,2026,0.2877278789320741,0.2842040819759584,0.2859659804540162
324,J. Perlaza,Deportivo Pasto,Deportivo Pasto,"LW, CF, LWF",LW,10,25,0,,15,891,Colombia,Colombia,unknown,173,63,no,1.110456,1.82,0.40416,0.3,1.31,0.1,0.202,10.0,0.08,1.11,0.1,1.11,0.71,COL,Testing,2026,0.3092829700408719,0.2894019435528457,0.2993424567968588
325,Luis Palacios,Santa Fe,Santa Fe,"RAMF, RW, RB",RAMF,10,25,0,2027-12-31,20,1353,Colombia,Colombia,right,181,74,no,1.530433,2.06,0.93328,0.07,1.66,0.13,0.532,10.0,0.09,0.73,0.67,0.86,0.33,COL,Testing,2026,0.3024706595662368,0.297668970401569,0.3000698149839028
326,E. Mosquera,Santa Fe,Santa Fe,"RAMF, LAMF, LW",RAMF,10,24,400000,2029-12-31,14,730,Colombia,Colombia,right,172,68,no,5.549852,2.22,3.45321,0.25,2.1,0.19,0.863395,6.667,0.12,1.36,0.25,1.36,0.49,COL,Testing,2026,0.4405109635439148,0.4484206012073138,0.4444657823756143
327,E. Batalla Martinez,Atlético Bucaramanga,Atlético Bucaramanga,"RAMF, AMF, RW",RAMF,10,24,0,,14,1051,Colombia,Colombia,left,171,0,no,5.39375,2.48,2.742111,0.43,2.4,0.21,0.8556240000000002,11.111,0.21,2.14,1.63,0.77,1.11,COL,Testing,2026,0.5955182685867673,0.543745216068825,0.5696317423277961
328,J. González,Tolima,Tolima,"RAMF, RW",RAMF,10,24,1200000,2026-06-30,19,1192,Colombia,Colombia,right,172,67,yes,2.568192,3.7,0.98226,0.3,0.91,0.2,0.68,16.667,0.12,1.21,0.83,0.38,0.68,COL,Testing,2026,0.4563556975300343,0.4322125465033081,0.4442841220166712
329,E. Arízalas,Cúcuta Deportivo,Cúcuta Deportivo,"LW, LAMF, RWF",LW,10,24,0,2026-06-30,18,1292,Colombia,Colombia,,0,0,no,4.041206,2.58,2.16,0.7,2.23,0.08,0.35,10.0,0.07,0.63,0.63,0.49,0.56,COL,Testing,2026,0.2680699145298067,0.2701887633581062,0.2691293389439564
330,J. Muñoz,Alianza,Alianza,"LAMF, LW, CF",LAMF,10,24,0,,15,1106,Colombia,Colombia,right,172,66,no,5.208474,2.36,1.870377,0.24,1.46,0.21,0.488547,14.286,0.06,1.06,0.57,0.57,0.49,COL,Testing,2026,0.3522068449541888,0.3471879746063768,0.3496974097802827
331,J. Martínez,Deportivo Cali,Deportivo Cali,"RW, LW, CF",RW,10,24,0,2026-06-30,18,1456,Colombia,Colombia,left,166,70,yes,3.768556,1.79,2.041776,0.68,2.35,0.12,1.051008,4.545,0.17,1.48,1.85,0.49,0.62,COL,Testing,2026,0.4045696368660457,0.3834607022500233,0.3940151695580345
332,M. Zuleta,Once Caldas,Once Caldas,"LW, LAMF, RW",LW,10,24,0,2028-12-31,18,918,Colombia,Colombia,right,170,68,no,4.312819999999999,2.65,1.47,0.59,1.67,0.14,0.588,20.0,0.17,1.47,0.88,0.39,0.39,COL,Testing,2026,0.4480806466308162,0.4190540040615299,0.433567325346173
333,J. Mosquera,Atlético Bucaramanga,Atlético Bucaramanga,"LAMF, LW",LAMF,10,23,0,2029-12-31,17,752,Colombia,Colombia,left,187,0,no,3.112258000000001,3.83,1.314738,0.24,2.63,0.1,0.24,12.5,0.2,1.68,1.2,0.6,0.72,COL,Testing,2026,0.3875891985078808,0.4170082754839428,0.4022987369959117
334,K. Parra,Inter Bogotá,Inter Bogotá,"LAMF, LW",LAMF,10,23,0,2027-12-31,21,1646,Colombia,Colombia,right,168,60,no,4.976272,1.75,2.679482,0.49,1.86,0.15,0.9857799999999999,7.143,0.16,1.75,0.82,0.77,0.49,COL,Testing,2026,0.3946044748921991,0.4037968646004689,0.3992006697463339
335,Kelvin Flórez,Tolima,Tolima,"LW, RAMF, RW",LW,10,22,0,,16,884,Colombia,Colombia,right,177,64,no,2.850148,3.56,1.525,0.1,2.04,0.33,1.22,12.5,0.1,1.02,1.83,0.51,0.31,COL,Testing,2026,0.4155108695192846,0.4690318995688556,0.4422713845440701
336,J. Lucumí,América de Cali,América de Cali,"RW, CF",RW,10,22,0,2028-12-31,18,1076,Colombia,Colombia,right,178,68,no,3.5948,2.26,1.671068,0.5,1.0,0.1,0.5,0.0,0.09,0.92,0.67,0.17,0.33,COL,Testing,2026,0.2260238432186932,0.2105029207786206,0.2182633819986569
337,N. Rodríguez,Atlético Nacional,Atlético Nacional,"RAMF, RW, LAMF",RAMF,10,22,550000,2027-12-31,18,1183,Colombia,Colombia,left,171,56,yes,2.814552,1.98,1.446984,0.15,1.37,0.11,0.3035370000000001,0.0,0.13,1.07,0.91,0.53,0.68,COL,Testing,2026,0.2487088485271084,0.2330197880862024,0.2408643183066554
338,F. Charales,Águilas Doradas,Águilas Doradas,"RW, LAMF",RW,10,21,0,,18,1144,Colombia,Colombia,right,175,69,no,3.6992,2.36,1.495704,0.08,1.73,0.2,0.4725,6.25,0.08,0.79,0.71,0.39,0.55,COL,Testing,2026,0.286793760289432,0.290504428067382,0.288649094178407
339,J. Palacios,América de Cali,América de Cali,LW,LW,10,20,0,2028-12-31,16,1055,Colombia,Colombia,unknown,0,0,no,4.861009999999999,2.22,2.730496,0.09,1.88,0.16,0.93702,3.704,0.02,0.51,1.11,0.34,0.26,COL,Testing,2026,0.3064618646850425,0.2868514282348891,0.2966566464599658
340,Joel Canchimbo,Junior,Junior,"RAMF, RW, CF",RAMF,10,20,0,2028-12-31,23,1080,Colombia,Colombia,,177,0,no,5.998212,4.08,3.918502,0.58,2.08,0.19,0.8332499999999999,13.333,0.02,0.5,1.0,0.33,0.33,COL,Testing,2026,0.3865801478409207,0.3868705799486448,0.3867253638947827
341,R. Rivas Torres,Fortaleza,Fortaleza,"LAMF, LW, RAMF",LAMF,10,20,0,,17,1006,Colombia,Colombia,unknown,0,0,no,2.504234,2.5,1.521582,0.09,1.07,0.25,0.626854,9.091,0.02,0.45,0.45,0.63,0.09,COL,Testing,2026,0.2984459994609711,0.2981905116292278,0.2983182555450994
342,D. Moncada,Inter Bogotá,Inter Bogotá,"RAMF, RW",RAMF,10,18,0,,15,1049,Honduras,Honduras,right,170,0,no,3.089058,2.57,1.3713,0.34,1.37,0.17,0.6848000000000001,20.0,0.07,0.69,0.34,0.26,0.34,COL,Testing,2026,0.3873351615784327,0.3504580657337367,0.3688966136560846
343,J. Montaño,Medellín,Medellín,"LW, AMF, CF",LW,10,19,0,2030-06-30,17,1122,Colombia,Colombia,,0,0,yes,4.091288,3.13,1.923887,0.32,2.41,0.2,0.8033839999999999,6.897,0.12,1.28,1.2,0.4,0.48,COL,Testing,2026,0.3890078742771041,0.3899445752040785,0.3894762247405913
344,C. Montero,Cartaginés,Cartaginés,"RW, LW, RB",RW,10,20,0,,27,1552,Costa Rica,Costa Rica,,172,0,no,3.710604,1.74,1.567984,0.17,1.51,0.13,0.464,5.0,0.05,0.29,0.41,0.52,0.29,CRC,Testing,2026,0.2194992829385609,0.2222640882486823,0.2208816855936215
345,A. Hudson,Municipal Liberia,Municipal Liberia,"RW, RB, CF",RW,10,20,0,2027-12-31,28,1513,Costa Rica,"Costa Rica, Panama",right,176,0,no,3.27145,1.78,1.485306,0.36,1.43,0.13,0.476486,8.696,0.07,0.71,0.42,0.83,0.24,CRC,Testing,2026,0.2707752554758799,0.2692279996568032,0.2700016275663415
346,T. Demetrius,Guadalupe,Guadalupe,"RAMF, CF, RW",RAMF,10,21,0,,20,1082,Haiti,Haiti,,0,0,yes,3.577275,3.16,2.160806,0.25,2.25,0.17,0.248865,5.882,0.08,0.5,0.67,1.33,0.42,CRC,Testing,2026,0.3051877955607748,0.3120472739806976,0.3086175347707362
347,D. Ramírez,Sporting FC,Sporting FC,"LW, CF, RW",LW,10,21,0,,23,1012,Costa Rica,Costa Rica,right,0,0,no,1.95552,2.85,0.17776,0.18,1.78,0.18,0.444091,0.0,0.07,0.71,0.44,0.27,0.36,CRC,Testing,2026,0.2264382831199993,0.2237796817213661,0.2251089824206827
348,C. Perez,Alajuelense,Alajuelense,"LW, LAMF, RW",LW,10,21,0,2026-12-31,38,2462,Costa Rica,Costa Rica,left,172,0,no,3.362656,2.89,1.753391,0.26,1.32,0.18,1.168368,10.606,0.17,1.43,1.1,0.84,0.62,CRC,Testing,2026,0.4669240579521012,0.4516556488356167,0.4592898533938589
349,K. Michel,Minnesota United II,Alajuelense,"LAMF, RAMF, LW",LAMF,10,21,0,2027-12-31,17,1355,Costa Rica,Costa Rica,left,170,0,no,3.18734,1.73,2.0587,0.13,1.2,0.13,0.795816,26.316,0.06,0.46,0.66,0.33,0.27,CRC,Testing,2026,0.3842730115127471,0.3661912228640908,0.3752321171884189
350,J. Mora,Cartaginés,Cartaginés,"RW, LW, RAMF",RW,10,22,0,2027-06-30,29,1707,Costa Rica,Costa Rica,right,0,0,no,4.325229,2.58,2.796448,0.47,1.21,0.13,0.3684000000000001,5.263,0.05,0.53,0.26,0.63,0.26,CRC,Testing,2026,0.2280439239309532,0.2397203804633575,0.2338821521971553
351,R. Ramírez,Municipal Liberia,Municipal Liberia,"LW, LCMF, LWF",LW,10,22,0,,34,2356,Costa Rica,Costa Rica,unknown,164,0,no,4.049416,2.25,2.139342,0.38,1.76,0.15,0.610244,11.628,0.07,0.65,0.46,0.69,0.27,CRC,Testing,2026,0.3221613494605018,0.3151052991054479,0.3186333242829749
352,A. Soto,Pérez Zeledón,Pérez Zeledón,"LW, CF, LCMF",LW,10,23,0,,23,1726,Costa Rica,"Costa Rica, Nicaragua",right,178,0,no,3.442824,1.1,1.145,0.05,1.1,0.14,0.469376,5.405,0.09,0.73,0.42,0.57,0.26,CRC,Testing,2026,0.2372931318042637,0.2314990354724242,0.2343960836383439
353,O. Rojas,San Carlos,San Carlos,"LW, LCMF, AMF",LW,10,23,0,,25,1508,Costa Rica,Costa Rica,right,179,0,no,1.729125,0.84,0.594082,0.0,1.31,0.04,0.119988,11.111,0.02,0.36,0.54,0.0,0.12,CRC,Testing,2026,0.09542564819432853,0.1215089133241253,0.1084672807592269
354,Kenneth Vargas,Alajuelense,Alajuelense,"LW, RW, RAMF",LW,10,24,800000,2029-06-30,18,1126,Costa Rica,Costa Rica,right,178,72,yes,5.836133999999999,4.24,3.434923,0.32,2.0,0.2,0.56,14.286,0.17,1.04,0.8,0.88,0.72,CRC,Testing,2026,0.4749585250184567,0.4757982547814085,0.4753783898999325
355,G. Castro,Cartaginés,Cartaginés,"RW, RAMF, CF",RW,10,24,0,,25,992,Costa Rica,Costa Rica,right,164,0,no,3.629881999999999,2.63,2.26914,0.64,2.09,0.22,0.815373,6.061,0.21,0.91,0.91,1.27,0.64,CRC,Testing,2026,0.5028672641568102,0.4618928761347998,0.4823800701458049
356,A. Hernández,Alajuelense,Alajuelense,"RW, RAMF",RW,10,24,0,2028-12-31,31,1750,Costa Rica,Costa Rica,,179,0,no,3.701249999999999,2.47,1.696434,0.57,1.65,0.23,0.667967,13.793,0.08,0.82,0.57,0.62,0.46,CRC,Testing,2026,0.3780334629467111,0.3709689261085662,0.3745011945276386
357,A. Araúz,Sporting FC,Sporting FC,"RW, LW, LWF",RW,10,25,0,2026-06-30,15,1119,Costa Rica,"Costa Rica, Nicaragua",right,176,0,yes,5.390484,2.73,2.737425,0.8,1.29,0.2,0.321786,0.0,0.11,1.29,0.72,0.97,0.48,CRC,Testing,2026,0.3175379756041673,0.3269886380026424,0.3222633068034049
358,K. Porras,Pérez Zeledón,Pérez Zeledón,"LW, RW",LW,10,25,0,,33,2165,Costa Rica,Costa Rica,,0,0,no,2.702592,1.87,1.785827,0.37,1.62,0.17,0.540518,7.895,0.07,0.87,0.25,0.71,0.21,CRC,Testing,2026,0.2847580666177109,0.2743147069543545,0.2795363867860327
359,A. Amador,Guadalupe,Guadalupe,"LW, LAMF, RW",LW,10,25,200000,2026-06-30,21,1094,Costa Rica,Costa Rica,left,170,56,yes,5.09913,0.99,2.221232,0.25,1.65,0.09,0.824072,0.0,0.11,0.58,0.25,0.58,0.33,CRC,Testing,2026,0.2988626441399287,0.2661685113682424,0.2825155777540855
360,R. Chirino,Deportivo Saprissa,Deportivo Saprissa,"LW, LAMF, CF",LW,10,25,225000,2027-06-30,27,1746,Costa Rica,Costa Rica,right,174,64,no,5.309652,2.63,2.37303,0.26,3.04,0.22,0.874806,12.195,0.06,0.82,0.93,0.67,0.46,CRC,Testing,2026,0.4067235421946996,0.4268836507026453,0.4168035964486724
361,Bancy Hernández,Deportivo Saprissa,Deportivo Saprissa,"LW, LAMF, RAMF",LW,10,25,200000,2027-12-31,21,1650,Nicaragua,Nicaragua,,172,53,yes,3.87353,2.95,2.616738,0.33,2.56,0.22,0.9818399999999998,6.818,0.21,1.53,1.15,0.71,0.6,CRC,Testing,2026,0.5116879176159725,0.4794325780146742,0.4955602478153233
362,E. Morales,Guadalupe,Guadalupe,"LW, RW",LW,10,26,0,,34,2457,Costa Rica,Costa Rica,left,179,0,no,4.102154000000001,1.79,1.756864,0.44,2.2,0.12,0.696762,1.852,0.22,1.58,0.55,1.47,0.29,CRC,Testing,2026,0.4234059950766853,0.3905660779333645,0.4069860365050249
363,M. Villalobos Vega,Municipal Liberia,Municipal Liberia,"LW, RCMF, LCMF",LW,10,26,0,2027-12-31,20,1528,Costa Rica,Costa Rica,,175,0,no,3.6531,1.53,1.651318,0.35,1.06,0.06,0.177,20.0,0.09,1.06,0.94,0.65,0.47,CRC,Testing,2026,0.3384880533195126,0.3017899408764432,0.3201389970979779
364,R. Araya,Herediano,Herediano,"LW, LAMF",LW,10,26,325000,2028-06-30,35,1747,Costa Rica,Costa Rica,right,176,70,no,5.409864,2.47,2.7835,0.21,2.06,0.25,1.031715,15.909,0.3,1.7,2.16,1.08,0.72,CRC,Testing,2026,0.641150751243158,0.629097209551774,0.635123980397466
365,R. Cole,Puntarenas,Puntarenas,"RAMF, LAMF, RW",RAMF,10,27,0,,28,2198,Costa Rica,Costa Rica,right,178,74,no,2.701011,2.83,1.309646,0.29,1.43,0.17,0.531102,14.286,0.05,0.45,0.37,0.57,0.08,CRC,Testing,2026,0.2905489729495542,0.28943579169624,0.2899923823228971
366,L. Díaz,Sporting FC,Sporting FC,RW,RW,10,27,650000,2027-06-30,23,1494,Costa Rica,Costa Rica,right,175,70,no,6.024558,1.69,3.91875,0.78,2.17,0.08,0.362,0.0,0.05,0.42,0.42,0.72,0.36,CRC,Testing,2026,0.2125443085232502,0.2257993899493008,0.2191718492362755
367,N. Rodríguez,Real Estelí,San Carlos,"RW, RAMF, RB",RW,10,28,125000,2026-06-30,17,977,Costa Rica,"Costa Rica, Nicaragua",right,167,59,no,4.051947999999999,1.29,1.566895,0.18,3.22,0.07,0.184426,22.222,0.1,0.74,0.92,0.83,0.37,CRC,Testing,2026,0.3461008023626158,0.3382931705112232,0.3421969864369195
368,Manuel Moran,Pérez Zeledón,Pérez Zeledón,"RW, CF",RW,10,28,75000,,31,3170,Panama,Panama,right,187,0,no,4.544128,2.38,2.387495,0.51,2.64,0.18,0.6792,9.434,0.12,0.88,0.62,0.88,0.48,CRC,Testing,2026,0.3811717050211069,0.381294461253571,0.3812330831373388
